pressure, temperature, conductivity, salinity, fluorescence, PAR/Irradience, Turbidity, Scan Count, Density, CDOM, Flag
     25.630  , 14.0978, 42.112162 ,   35.0629 ,   0.0555,1.1057e+01,    0.2827,       186 ,1026.3292  ,  0.0453, 0.000e+00
     25.982  , 14.0823, 42.103852 ,   35.0693 ,   0.0561,1.0738e+01,    0.2825,       187 ,1026.3390  ,  0.0452, 0.000e+00
     26.255  , 14.0750, 42.105798 ,   35.0776 ,   0.0533,1.0477e+01,    0.2802,       188 ,1026.3482  ,  0.0458, 0.000e+00
     26.405  , 14.0730, 42.122493 ,   35.0949 ,   0.0536,1.0329e+01,    0.2805,       189 ,1026.3626  ,  0.0453, 0.000e+00
     26.454  , 14.0765, 42.119543 ,   35.0889 ,   0.0535,1.0313e+01,    0.2813,       190 ,1026.3574  ,  0.0460, 0.000e+00
     26.482  , 14.0863, 42.127051 ,   35.0870 ,   0.0531,1.0247e+01,    0.2813,       191 ,1026.3540  ,  0.0468, 0.000e+00
     26.617  , 14.0936, 42.132348 ,   35.0852 ,   0.0545,9.9849e+00,    0.2804,       192 ,1026.3517  ,  0.0465, 0.000e+00
     26.939  , 14.0897, 42.109956 ,   35.0678 ,   0.0548,9.5125e+00,    0.2802,       193 ,1026.3405  ,  0.0470, 0.000e+00
     27.388  , 14.0756, 42.094139 ,   35.0657 ,   0.0547,8.8837e+00,    0.2853,       194 ,1026.3438  ,  0.0470, 0.000e+00
     27.728  , 14.0662, 42.089985 ,   35.0703 ,   0.0544,8.3999e+00,    0.2848,       195 ,1026.3509  ,  0.0468, 0.000e+00
     27.765  , 14.0631, 42.098030 ,   35.0805 ,   0.0532,8.4719e+00,    0.2824,       196 ,1026.3596  ,  0.0459, 0.000e+00
     27.610  , 14.0699, 42.097492 ,   35.0739 ,   0.0534,8.8632e+00,    0.2827,       197 ,1026.3524  ,  0.0465, 0.000e+00
     27.425  , 14.0759, 42.101177 ,   35.0720 ,   0.0596,9.2051e+00,    0.2896,       198 ,1026.3488  ,  0.0467, 0.000e+00
     27.246  , 14.0780, 42.111366 ,   35.0796 ,   0.0593,9.4906e+00,    0.2895,       199 ,1026.3534  ,  0.0462, 0.000e+00
     27.187  , 14.0790, 42.103857 ,   35.0717 ,   0.0582,9.3501e+00,    0.2882,       200 ,1026.3469  ,  0.0468, 0.000e+00
     27.407  , 14.0816, 42.105802 ,   35.0711 ,   0.0583,8.9901e+00,    0.2884,       201 ,1026.3469  ,  0.0457, 0.000e+00
     27.852  , 14.0769, 42.097023 ,   35.0670 ,   0.0567,8.5551e+00,    0.2898,       202 ,1026.3467  ,  0.0442, 0.000e+00
     28.354  , 14.0716, 42.092199 ,   35.0671 ,   0.0567,8.1526e+00,    0.2897,       203 ,1026.3501  ,  0.0436, 0.000e+00
     28.881  , 14.0650, 42.086304 ,   35.0674 ,   0.0548,7.7013e+00,    0.2860,       204 ,1026.3541  ,  0.0449, 0.000e+00
     29.179  , 14.0595, 42.086574 ,   35.0726 ,   0.0543,7.3436e+00,    0.2860,       205 ,1026.3606  ,  0.0451, 0.000e+00
     29.198  , 14.0599, 42.087914 ,   35.0734 ,   0.0518,7.4292e+00,    0.2898,       206 ,1026.3612  ,  0.0459, 0.000e+00
     29.199  , 14.0649, 42.090059 ,   35.0709 ,   0.0522,7.3646e+00,    0.2898,       207 ,1026.3582  ,  0.0466, 0.000e+00
     29.285  , 14.0667, 42.097834 ,   35.0765 ,   0.0535,7.1233e+00,    0.2836,       208 ,1026.3625  ,  0.0468, 0.000e+00
     29.483  , 14.0672, 42.097299 ,   35.0754 ,   0.0537,6.8860e+00,    0.2836,       209 ,1026.3625  ,  0.0456, 0.000e+00
     29.703  , 14.0654, 42.093747 ,   35.0737 ,   0.0523,6.6341e+00,    0.2821,       210 ,1026.3625  ,  0.0467, 0.000e+00
     29.842  , 14.0631, 42.099245 ,   35.0809 ,   0.0519,6.4866e+00,    0.2821,       211 ,1026.3692  ,  0.0469, 0.000e+00
     29.848  , 14.0634, 42.096094 ,   35.0776 ,   0.0534,6.5202e+00,    0.2850,       212 ,1026.3666  ,  0.0472, 0.000e+00
     29.743  , 14.0656, 42.088519 ,   35.0686 ,   0.0534,6.7306e+00,    0.2849,       213 ,1026.3587  ,  0.0449, 0.000e+00
     29.656  , 14.0662, 42.091669 ,   35.0711 ,   0.0554,6.9217e+00,    0.2849,       214 ,1026.3601  ,  0.0459, 0.000e+00
     29.662  , 14.0666, 42.094484 ,   35.0733 ,   0.0560,6.9008e+00,    0.2848,       215 ,1026.3617  ,  0.0455, 0.000e+00
     29.947  , 14.0643, 42.086576 ,   35.0679 ,   0.0568,6.6911e+00,    0.2895,       216 ,1026.3594  ,  0.0468, 0.000e+00
     30.380  , 14.0577, 42.078603 ,   35.0663 ,   0.0570,6.3559e+00,    0.2895,       217 ,1026.3614  ,  0.0449, 0.000e+00
     30.863  , 14.0525, 42.074383 ,   35.0669 ,   0.0541,6.0114e+00,    0.2860,       218 ,1026.3652  ,  0.0444, 0.000e+00
     31.364  , 14.0476, 42.069293 ,   35.0664 ,   0.0544,5.5915e+00,    0.2859,       219 ,1026.3681  ,  0.0439, 0.000e+00
     31.648  , 14.0426, 42.070501 ,   35.0720 ,   0.0509,5.3813e+00,    0.2873,       220 ,1026.3746  ,  0.0444, 0.000e+00
     31.656  , 14.0427, 42.074857 ,   35.0760 ,   0.0510,5.4639e+00,    0.2872,       221 ,1026.3777  ,  0.0480, 0.000e+00
     31.537  , 14.0493, 42.077067 ,   35.0720 ,   0.0530,5.5715e+00,    0.2832,       222 ,1026.3728  ,  0.0449, 0.000e+00
     31.491  , 14.0532, 42.082160 ,   35.0732 ,   0.0532,5.5427e+00,    0.2836,       223 ,1026.3727  ,  0.0443, 0.000e+00
     31.615  , 14.0542, 42.081691 ,   35.0719 ,   0.0544,5.3496e+00,    0.2855,       224 ,1026.3720  ,  0.0457, 0.000e+00
     31.933  , 14.0531, 42.078811 ,   35.0700 ,   0.0548,5.0624e+00,    0.2857,       225 ,1026.3722  ,  0.0463, 0.000e+00
     32.260  , 14.0500, 42.076333 ,   35.0704 ,   0.0547,4.8850e+00,    0.2871,       226 ,1026.3746  ,  0.0463, 0.000e+00
     32.470  , 14.0451, 42.076133 ,   35.0746 ,   0.0533,4.7459e+00,    0.2869,       227 ,1026.3798  ,  0.0462, 0.000e+00
     32.540  , 14.0425, 42.080490 ,   35.0810 ,   0.0522,4.7212e+00,    0.2864,       228 ,1026.3857  ,  0.0464, 0.000e+00
     32.505  , 14.0463, 42.073453 ,   35.0710 ,   0.0524,4.7809e+00,    0.2845,       229 ,1026.3769  ,  0.0452, 0.000e+00
     32.433  , 14.0485, 42.075396 ,   35.0709 ,   0.0537,4.8858e+00,    0.2853,       230 ,1026.3760  ,  0.0463, 0.000e+00
     32.396  , 14.0500, 42.079819 ,   35.0736 ,   0.0559,4.9423e+00,    0.2859,       231 ,1026.3777  ,  0.0478, 0.000e+00
     32.501  , 14.0507, 42.078277 ,   35.0715 ,   0.0548,4.8832e+00,    0.2880,       232 ,1026.3764  ,  0.0456, 0.000e+00
     32.853  , 14.0459, 42.066820 ,   35.0650 ,   0.0530,4.6740e+00,    0.2895,       233 ,1026.3739  ,  0.0446, 0.000e+00
     33.313  , 14.0377, 42.059786 ,   35.0657 ,   0.0534,4.4081e+00,    0.2902,       234 ,1026.3783  ,  0.0454, 0.000e+00
     33.834  , 14.0299, 42.051280 ,   35.0647 ,   0.0533,4.1182e+00,    0.2895,       235 ,1026.3815  ,  0.0467, 0.000e+00
     34.265  , 14.0196, 42.042037 ,   35.0653 ,   0.0525,3.8207e+00,    0.2885,       236 ,1026.3860  ,  0.0470, 0.000e+00
     34.474  , 14.0117, 42.047064 ,   35.0771 ,   0.0523,3.7646e+00,    0.2873,       237 ,1026.3977  ,  0.0478, 0.000e+00
     34.450  , 14.0123, 42.056712 ,   35.0856 ,   0.0515,3.7809e+00,    0.2847,       238 ,1026.4041  ,  0.0475, 0.000e+00
     34.308  , 14.0238, 42.059792 ,   35.0781 ,   0.0510,3.8609e+00,    0.2824,       239 ,1026.3952  ,  0.0473, 0.000e+00
     34.197  , 14.0304, 42.059992 ,   35.0722 ,   0.0520,3.9149e+00,    0.2860,       240 ,1026.3888  ,  0.0457, 0.000e+00
     34.173  , 14.0331, 42.064146 ,   35.0737 ,   0.0533,3.8665e+00,    0.2895,       241 ,1026.3892  ,  0.0449, 0.000e+00
     34.394  , 14.0327, 42.058518 ,   35.0687 ,   0.0539,3.7362e+00,    0.2919,       242 ,1026.3864  ,  0.0461, 0.000e+00
     34.758  , 14.0298, 42.056644 ,   35.0695 ,   0.0547,3.5615e+00,    0.2944,       243 ,1026.3893  ,  0.0456, 0.000e+00
     35.078  , 14.0226, 42.049075 ,   35.0689 ,   0.0527,3.4337e+00,    0.2936,       244 ,1026.3917  ,  0.0455, 0.000e+00
     35.287  , 14.0129, 42.045325 ,   35.0740 ,   0.0512,3.3667e+00,    0.2933,       245 ,1026.3987  ,  0.0461, 0.000e+00
     35.398  , 14.0081, 42.049346 ,   35.0822 ,   0.0510,3.3478e+00,    0.2937,       246 ,1026.4066  ,  0.0461, 0.000e+00
     35.460  , 14.0065, 42.056047 ,   35.0899 ,   0.0509,3.3381e+00,    0.2941,       247 ,1026.4131  ,  0.0452, 0.000e+00
     35.548  , 14.0120, 42.051289 ,   35.0803 ,   0.0503,3.3273e+00,    0.2914,       248 ,1026.4049  ,  0.0463, 0.000e+00
     35.718  , 14.0162, 42.057588 ,   35.0824 ,   0.0504,3.2516e+00,    0.2885,       249 ,1026.4064  ,  0.0455, 0.000e+00
     36.006  , 14.0129, 42.043452 ,   35.0721 ,   0.0504,3.1375e+00,    0.2875,       250 ,1026.4004  ,  0.0464, 0.000e+00
     36.395  , 13.9976, 42.024698 ,   35.0684 ,   0.0509,2.9367e+00,    0.2872,       251 ,1026.4025  ,  0.0472, 0.000e+00
     36.758  , 13.9670, 41.986328 ,   35.0603 ,   0.0508,2.7877e+00,    0.2899,       252 ,1026.4043  ,  0.0484, 0.000e+00
     36.997  , 13.9292, 41.968055 ,   35.0777 ,   0.0504,2.6963e+00,    0.2931,       253 ,1026.4268  ,  0.0487, 0.000e+00
     37.096  , 13.9118, 41.989015 ,   35.1131 ,   0.0495,2.6601e+00,    0.2941,       254 ,1026.4583  ,  0.0490, 0.000e+00
     37.108  , 13.9138, 41.996984 ,   35.1187 ,   0.0490,2.6437e+00,    0.2955,       255 ,1026.4622  ,  0.0475, 0.000e+00
     37.065  , 13.9372, 42.025981 ,   35.1245 ,   0.0499,2.6553e+00,    0.2918,       256 ,1026.4616  ,  0.0451, 0.000e+00
     36.985  , 13.9675, 42.031604 ,   35.1021 ,   0.0509,2.7061e+00,    0.2874,       257 ,1026.4375  ,  0.0448, 0.000e+00
     36.948  , 13.9853, 42.036425 ,   35.0903 ,   0.0513,2.7225e+00,    0.2882,       258 ,1026.4245  ,  0.0443, 0.000e+00
     37.072  , 13.9909, 42.027381 ,   35.0767 ,   0.0522,2.6845e+00,    0.2898,       259 ,1026.4134  ,  0.0469, 0.000e+00
     37.415  , 13.9742, 41.995570 ,   35.0621 ,   0.0515,2.5883e+00,    0.2900,       260 ,1026.4072  ,  0.0469, 0.000e+00
     37.863  , 13.9328, 41.952528 ,   35.0595 ,   0.0506,2.4393e+00,    0.2898,       261 ,1026.4159  ,  0.0461, 0.000e+00
     38.290  , 13.8988, 41.933860 ,   35.0729 ,   0.0509,2.3020e+00,    0.2881,       262 ,1026.4353  ,  0.0466, 0.000e+00
     38.599  , 13.8739, 41.923157 ,   35.0856 ,   0.0503,2.2202e+00,    0.2860,       263 ,1026.4517  ,  0.0448, 0.000e+00
     38.777  , 13.8577, 41.923896 ,   35.1010 ,   0.0488,2.1753e+00,    0.2848,       264 ,1026.4678  ,  0.0458, 0.000e+00
     38.857  , 13.8506, 41.940428 ,   35.1230 ,   0.0480,2.1650e+00,    0.2837,       265 ,1026.4866  ,  0.0447, 0.000e+00
     38.894  , 13.8612, 41.957428 ,   35.1292 ,   0.0489,2.1570e+00,    0.2834,       266 ,1026.4893  ,  0.0453, 0.000e+00
     38.924  , 13.8860, 41.962512 ,   35.1112 ,   0.0499,2.1439e+00,    0.2834,       267 ,1026.4704  ,  0.0456, 0.000e+00
     38.963  , 13.9007, 41.966661 ,   35.1016 ,   0.0509,2.1321e+00,    0.2847,       268 ,1026.4601  ,  0.0455, 0.000e+00
     39.053  , 13.9043, 41.963247 ,   35.0950 ,   0.0509,2.1079e+00,    0.2856,       269 ,1026.4546  ,  0.0456, 0.000e+00
     39.254  , 13.8934, 41.946715 ,   35.0895 ,   0.0500,2.0580e+00,    0.2830,       270 ,1026.4535  ,  0.0453, 0.000e+00
     39.599  , 13.8540, 41.890178 ,   35.0725 ,   0.0492,1.9764e+00,    0.2802,       271 ,1026.4502  ,  0.0461, 0.000e+00
     40.027  , 13.8032, 41.836148 ,   35.0682 ,   0.0483,1.8576e+00,    0.2811,       272 ,1026.4594  ,  0.0472, 0.000e+00
     40.382  , 13.7446, 41.781547 ,   35.0705 ,   0.0479,1.7624e+00,    0.2824,       273 ,1026.4751  ,  0.0460, 0.000e+00
     40.542  , 13.7049, 41.788035 ,   35.1130 ,   0.0480,1.7403e+00,    0.2824,       274 ,1026.5169  ,  0.0464, 0.000e+00
     40.481  , 13.7014, 41.839039 ,   35.1641 ,   0.0474,1.7713e+00,    0.2822,       275 ,1026.5569  ,  0.0460, 0.000e+00
     40.334  , 13.7473, 41.879024 ,   35.1595 ,   0.0483,1.8009e+00,    0.2837,       276 ,1026.5431  ,  0.0457, 0.000e+00
     40.248  , 13.7922, 41.878349 ,   35.1177 ,   0.0492,1.8349e+00,    0.2846,       277 ,1026.5010  ,  0.0469, 0.000e+00
     40.303  , 13.8071, 41.877611 ,   35.1034 ,   0.0485,1.8146e+00,    0.2851,       278 ,1026.4870  ,  0.0461, 0.000e+00
     40.646  , 13.7954, 41.848522 ,   35.0866 ,   0.0503,1.7277e+00,    0.2848,       279 ,1026.4781  ,  0.0475, 0.000e+00
     41.111  , 13.7729, 41.823120 ,   35.0832 ,   0.0502,1.6310e+00,    0.2850,       280 ,1026.4822  ,  0.0458, 0.000e+00
     41.621  , 13.7208, 41.752690 ,   35.0647 ,   0.0489,1.5463e+00,    0.2872,       281 ,1026.4811  ,  0.0467, 0.000e+00
     41.904  , 13.6696, 41.721371 ,   35.0821 ,   0.0490,1.4818e+00,    0.2873,       282 ,1026.5064  ,  0.0472, 0.000e+00
     41.923  , 13.6435, 41.730792 ,   35.1149 ,   0.0464,1.4907e+00,    0.2879,       283 ,1026.5373  ,  0.0467, 0.000e+00
     41.777  , 13.6524, 41.770406 ,   35.1441 ,   0.0466,1.5193e+00,    0.2881,       284 ,1026.5574  ,  0.0442, 0.000e+00
     41.655  , 13.6875, 41.799069 ,   35.1388 ,   0.0503,1.5629e+00,    0.2873,       285 ,1026.5455  ,  0.0460, 0.000e+00
     41.661  , 13.7205, 41.807420 ,   35.1164 ,   0.0500,1.5437e+00,    0.2870,       286 ,1026.5213  ,  0.0478, 0.000e+00
     41.991  , 13.7202, 41.779752 ,   35.0905 ,   0.0499,1.4723e+00,    0.2921,       287 ,1026.5028  ,  0.0477, 0.000e+00
     42.489  , 13.7142, 41.781760 ,   35.0977 ,   0.0503,1.3988e+00,    0.2919,       288 ,1026.5118  ,  0.0475, 0.000e+00
     42.895  , 13.6714, 41.705748 ,   35.0653 ,   0.0474,1.3115e+00,    0.2956,       289 ,1026.4975  ,  0.0462, 0.000e+00
     43.108  , 13.6110, 41.702152 ,   35.1173 ,   0.0477,1.2834e+00,    0.2955,       290 ,1026.5512  ,  0.0467, 0.000e+00
     43.133  , 13.5791, 41.717782 ,   35.1614 ,   0.0463,1.2798e+00,    0.2930,       291 ,1026.5921  ,  0.0451, 0.000e+00
     43.080  , 13.6022, 41.737615 ,   35.1588 ,   0.0464,1.2854e+00,    0.2928,       292 ,1026.5850  ,  0.0444, 0.000e+00
     43.055  , 13.6373, 41.764132 ,   35.1515 ,   0.0478,1.2854e+00,    0.2956,       293 ,1026.5720  ,  0.0454, 0.000e+00
     43.145  , 13.6621, 41.765599 ,   35.1300 ,   0.0478,1.2723e+00,    0.2955,       294 ,1026.5506  ,  0.0471, 0.000e+00
     43.371  , 13.6648, 41.747093 ,   35.1101 ,   0.0492,1.2337e+00,    0.2966,       295 ,1026.5356  ,  0.0472, 0.000e+00
     43.651  , 13.6428, 41.714436 ,   35.0994 ,   0.0493,1.1962e+00,    0.2963,       296 ,1026.5332  ,  0.0486, 0.000e+00
     43.895  , 13.6133, 41.692272 ,   35.1056 ,   0.0467,1.1662e+00,    0.2907,       297 ,1026.5452  ,  0.0483, 0.000e+00
     44.072  , 13.5709, 41.673386 ,   35.1267 ,   0.0466,1.1397e+00,    0.2905,       298 ,1026.5711  ,  0.0476, 0.000e+00
     44.192  , 13.5341, 41.660175 ,   35.1481 ,   0.0455,1.1236e+00,    0.3036,       299 ,1026.5959  ,  0.0474, 0.000e+00
     44.328  , 13.5168, 41.659510 ,   35.1633 ,   0.0454,1.1097e+00,    0.3033,       300 ,1026.6118  ,  0.0483, 0.000e+00
     44.529  , 13.5075, 41.621675 ,   35.1362 ,   0.0467,1.0798e+00,    0.3005,       301 ,1026.5936  ,  0.0481, 0.000e+00
     44.815  , 13.4984, 41.596194 ,   35.1204 ,   0.0470,1.0450e+00,    0.3001,       302 ,1026.5845  ,  0.0478, 0.000e+00
     45.094  , 13.4890, 41.590193 ,   35.1232 ,   0.0463,1.0085e+00,    0.3005,       303 ,1026.5899  ,  0.0481, 0.000e+00
     45.302  , 13.4864, 41.594396 ,   35.1295 ,   0.0467,9.8394e-01,    0.3004,       304 ,1026.5962  ,  0.0481, 0.000e+00
     45.431  , 13.4877, 41.602935 ,   35.1363 ,   0.0467,9.6445e-01,    0.3012,       305 ,1026.6019  ,  0.0482, 0.000e+00
     45.498  , 13.4892, 41.625485 ,   35.1562 ,   0.0461,9.5995e-01,    0.3017,       306 ,1026.6172  ,  0.0478, 0.000e+00
     45.485  , 13.4921, 41.626552 ,   35.1545 ,   0.0456,9.5846e-01,    0.2966,       307 ,1026.6153  ,  0.0475, 0.000e+00
     45.419  , 13.5050, 41.617609 ,   35.1343 ,   0.0451,9.6651e-01,    0.2966,       308 ,1026.5966  ,  0.0476, 0.000e+00
     45.394  , 13.5182, 41.638092 ,   35.1414 ,   0.0464,9.6952e-01,    0.2954,       309 ,1026.5993  ,  0.0481, 0.000e+00
     45.431  , 13.5278, 41.642428 ,   35.1367 ,   0.0470,9.5529e-01,    0.2953,       310 ,1026.5938  ,  0.0471, 0.000e+00
     45.504  , 13.5291, 41.637356 ,   35.1306 ,   0.0475,9.5047e-01,    0.2976,       311 ,1026.5892  ,  0.0477, 0.000e+00
     45.554  , 13.5256, 41.646032 ,   35.1420 ,   0.0480,9.3576e-01,    0.2973,       312 ,1026.5989  ,  0.0472, 0.000e+00
     45.560  , 13.5237, 41.660182 ,   35.1571 ,   0.0469,9.4107e-01,    0.2956,       313 ,1026.6110  ,  0.0469, 0.000e+00
     45.540  , 13.5337, 41.640693 ,   35.1295 ,   0.0468,9.3851e-01,    0.2952,       314 ,1026.5876  ,  0.0465, 0.000e+00
     45.554  , 13.5446, 41.656575 ,   35.1345 ,   0.0464,9.4788e-01,    0.2941,       315 ,1026.5892  ,  0.0460, 0.000e+00
     45.695  , 13.5437, 41.633952 ,   35.1139 ,   0.0467,9.2162e-01,    0.2943,       316 ,1026.5741  ,  0.0475, 0.000e+00
     45.848  , 13.5217, 41.607535 ,   35.1091 ,   0.0464,8.9795e-01,    0.3004,       317 ,1026.5756  ,  0.0462, 0.000e+00
     45.875  , 13.5104, 41.629153 ,   35.1399 ,   0.0466,9.0254e-01,    0.3005,       318 ,1026.6019  ,  0.0481, 0.000e+00
     45.732  , 13.5152, 41.599264 ,   35.1074 ,   0.0464,9.2559e-01,    0.2930,       319 ,1026.5751  ,  0.0477, 0.000e+00
     45.583  , 13.5190, 41.620010 ,   35.1235 ,   0.0463,9.4862e-01,    0.2932,       320 ,1026.5862  ,  0.0462, 0.000e+00
     45.487  , 13.5262, 41.628682 ,   35.1252 ,   0.0477,9.5177e-01,    0.2991,       321 ,1026.5855  ,  0.0470, 0.000e+00
     45.511  , 13.5279, 41.615472 ,   35.1111 ,   0.0480,9.3887e-01,    0.2992,       322 ,1026.5744  ,  0.0469, 0.000e+00
     45.652  , 13.5274, 41.615139 ,   35.1112 ,   0.0480,9.1141e-01,    0.2966,       323 ,1026.5751  ,  0.0483, 0.000e+00
     45.814  , 13.5256, 41.616674 ,   35.1142 ,   0.0480,8.9269e-01,    0.2970,       324 ,1026.5786  ,  0.0465, 0.000e+00
     45.934  , 13.5233, 41.618610 ,   35.1181 ,   0.0478,8.6849e-01,    0.2981,       325 ,1026.5826  ,  0.0462, 0.000e+00
     45.905  , 13.5222, 41.622679 ,   35.1229 ,   0.0477,8.7449e-01,    0.2979,       326 ,1026.5864  ,  0.0472, 0.000e+00
     45.717  , 13.5245, 41.602464 ,   35.1019 ,   0.0465,9.0077e-01,    0.2956,       327 ,1026.5689  ,  0.0484, 0.000e+00
     45.455  , 13.5214, 41.602930 ,   35.1053 ,   0.0464,9.4991e-01,    0.2954,       328 ,1026.5710  ,  0.0455, 0.000e+00
     45.204  , 13.5222, 41.607999 ,   35.1094 ,   0.0487,9.8451e-01,    0.2961,       329 ,1026.5729  ,  0.0476, 0.000e+00
     45.114  , 13.5231, 41.608466 ,   35.1090 ,   0.0488,9.8471e-01,    0.2953,       330 ,1026.5720  ,  0.0480, 0.000e+00
     45.272  , 13.5193, 41.599595 ,   35.1041 ,   0.0494,9.6426e-01,    0.3048,       331 ,1026.5697  ,  0.0472, 0.000e+00
     45.528  , 13.5172, 41.600330 ,   35.1066 ,   0.0490,9.3558e-01,    0.3046,       332 ,1026.5732  ,  0.0472, 0.000e+00
     45.719  , 13.5139, 41.600264 ,   35.1095 ,   0.0485,9.1516e-01,    0.3030,       333 ,1026.5770  ,  0.0480, 0.000e+00
     45.808  , 13.5112, 41.614274 ,   35.1252 ,   0.0480,9.0768e-01,    0.3015,       334 ,1026.5901  ,  0.0473, 0.000e+00
     45.830  , 13.5132, 41.610671 ,   35.1200 ,   0.0480,8.9831e-01,    0.2989,       335 ,1026.5857  ,  0.0466, 0.000e+00
     45.826  , 13.5183, 41.607535 ,   35.1123 ,   0.0480,8.9252e-01,    0.2953,       336 ,1026.5787  ,  0.0480, 0.000e+00
     45.808  , 13.5180, 41.602532 ,   35.1078 ,   0.0476,8.8763e-01,    0.2962,       337 ,1026.5752  ,  0.0494, 0.000e+00
     45.729  , 13.5175, 41.594794 ,   35.1010 ,   0.0480,8.8955e-01,    0.2968,       338 ,1026.5697  ,  0.0494, 0.000e+00
     45.627  , 13.5130, 41.596195 ,   35.1066 ,   0.0477,9.0785e-01,    0.3000,       339 ,1026.5745  ,  0.0467, 0.000e+00
     45.529  , 13.5121, 41.597195 ,   35.1084 ,   0.0479,9.0874e-01,    0.3038,       340 ,1026.5756  ,  0.0463, 0.000e+00
     45.449  , 13.5119, 41.601731 ,   35.1129 ,   0.0479,9.2379e-01,    0.2998,       341 ,1026.5788  ,  0.0452, 0.000e+00
     45.358  , 13.5134, 41.609669 ,   35.1190 ,   0.0481,9.3176e-01,    0.2966,       342 ,1026.5828  ,  0.0465, 0.000e+00
     45.260  , 13.5154, 41.612537 ,   35.1200 ,   0.0486,9.5344e-01,    0.2962,       343 ,1026.5827  ,  0.0459, 0.000e+00
     45.193  , 13.5169, 41.621210 ,   35.1267 ,   0.0491,9.6595e-01,    0.2953,       344 ,1026.5873  ,  0.0451, 0.000e+00
     45.193  , 13.5180, 41.610802 ,   35.1160 ,   0.0483,9.6726e-01,    0.2959,       345 ,1026.5788  ,  0.0453, 0.000e+00
     45.352  , 13.5153, 41.596727 ,   35.1051 ,   0.0480,9.4751e-01,    0.2969,       346 ,1026.5716  ,  0.0458, 0.000e+00
     45.633  , 13.5081, 41.586391 ,   35.1019 ,   0.0477,9.1106e-01,    0.3019,       347 ,1026.5719  ,  0.0459, 0.000e+00
     45.954  , 13.5004, 41.582525 ,   35.1051 ,   0.0472,8.8311e-01,    0.3069,       348 ,1026.5774  ,  0.0471, 0.000e+00
     46.191  , 13.4968, 41.582993 ,   35.1088 ,   0.0477,8.3429e-01,    0.3048,       349 ,1026.5821  ,  0.0483, 0.000e+00
     46.173  , 13.4960, 41.589930 ,   35.1161 ,   0.0477,8.3742e-01,    0.3030,       350 ,1026.5877  ,  0.0475, 0.000e+00
     45.936  , 13.5000, 41.580391 ,   35.1035 ,   0.0476,8.7192e-01,    0.2997,       351 ,1026.5761  ,  0.0479, 0.000e+00
     45.621  , 13.5007, 41.580589 ,   35.1031 ,   0.0478,9.3503e-01,    0.2968,       352 ,1026.5743  ,  0.0477, 0.000e+00
     45.284  , 13.5010, 41.584656 ,   35.1069 ,   0.0492,9.7368e-01,    0.2983,       353 ,1026.5757  ,  0.0484, 0.000e+00
     45.155  , 13.5019, 41.585856 ,   35.1072 ,   0.0502,9.6915e-01,    0.3001,       354 ,1026.5751  ,  0.0488, 0.000e+00
     45.315  , 13.5022, 41.584456 ,   35.1055 ,   0.0499,9.3503e-01,    0.3008,       355 ,1026.5745  ,  0.0475, 0.000e+00
     45.658  , 13.5001, 41.580123 ,   35.1033 ,   0.0492,8.9234e-01,    0.3010,       356 ,1026.5747  ,  0.0483, 0.000e+00
     45.867  , 13.4969, 41.581591 ,   35.1075 ,   0.0485,8.4822e-01,    0.3010,       357 ,1026.5796  ,  0.0474, 0.000e+00
     45.842  , 13.4962, 41.582058 ,   35.1086 ,   0.0481,8.6339e-01,    0.3014,       358 ,1026.5804  ,  0.0481, 0.000e+00
     45.674  , 13.4983, 41.581324 ,   35.1060 ,   0.0467,8.8485e-01,    0.2995,       359 ,1026.5773  ,  0.0469, 0.000e+00
     45.499  , 13.5002, 41.583657 ,   35.1066 ,   0.0466,9.1929e-01,    0.2977,       360 ,1026.5766  ,  0.0462, 0.000e+00
     45.315  , 13.5019, 41.583589 ,   35.1051 ,   0.0479,9.4604e-01,    0.2989,       361 ,1026.5742  ,  0.0478, 0.000e+00
     45.210  , 13.5025, 41.589258 ,   35.1098 ,   0.0490,9.6689e-01,    0.3006,       362 ,1026.5773  ,  0.0475, 0.000e+00
     45.242  , 13.5030, 41.585856 ,   35.1061 ,   0.0490,9.5140e-01,    0.3008,       363 ,1026.5745  ,  0.0478, 0.000e+00
     45.438  , 13.5023, 41.584123 ,   35.1051 ,   0.0490,9.2343e-01,    0.3014,       364 ,1026.5747  ,  0.0483, 0.000e+00
     45.638  , 13.5004, 41.583457 ,   35.1062 ,   0.0480,8.9585e-01,    0.3029,       365 ,1026.5768  ,  0.0475, 0.000e+00
     45.805  , 13.4984, 41.585859 ,   35.1102 ,   0.0480,8.8502e-01,    0.3046,       366 ,1026.5811  ,  0.0491, 0.000e+00
     45.971  , 13.4969, 41.585393 ,   35.1110 ,   0.0480,8.5359e-01,    0.3032,       367 ,1026.5828  ,  0.0470, 0.000e+00
     46.124  , 13.4948, 41.581326 ,   35.1090 ,   0.0480,8.2006e-01,    0.3025,       368 ,1026.5823  ,  0.0479, 0.000e+00
     46.149  , 13.4915, 41.589730 ,   35.1200 ,   0.0478,8.1167e-01,    0.3008,       369 ,1026.5916  ,  0.0459, 0.000e+00
     45.952  , 13.4939, 41.572922 ,   35.1021 ,   0.0478,8.3742e-01,    0.2988,       370 ,1026.5764  ,  0.0458, 0.000e+00
