pressure, temperature, conductivity, salinity, fluorescence, PAR/Irradience, Turbidity, Scan Count, Density, CDOM, Flag
      2.058  , 14.6996, 42.644888 ,   35.0198 ,   0.1056,5.1484e+02,    0.3327,        26 ,1026.0620  ,  0.0451, 0.000e+00
      2.045  , 14.6981, 42.674613 ,   35.0485 ,   0.1058,5.0074e+02,    0.3334,        27 ,1026.0844  ,  0.0449, 0.000e+00
      2.037  , 14.7012, 42.672994 ,   35.0442 ,   0.1043,4.9855e+02,    0.3328,        28 ,1026.0804  ,  0.0453, 0.000e+00
      2.045  , 14.7023, 42.676567 ,   35.0465 ,   0.1035,4.7353e+02,    0.3321,        29 ,1026.0819  ,  0.0462, 0.000e+00
      2.052  , 14.7059, 42.645022 ,   35.0142 ,   0.1051,5.0480e+02,    0.3328,        30 ,1026.0563  ,  0.0448, 0.000e+00
      2.063  , 14.7054, 42.641652 ,   35.0116 ,   0.1069,4.9942e+02,    0.3333,        31 ,1026.0545  ,  0.0443, 0.000e+00
      2.075  , 14.7025, 42.645090 ,   35.0174 ,   0.1064,4.3607e+02,    0.3326,        32 ,1026.0596  ,  0.0446, 0.000e+00
      2.081  , 14.7022, 42.636464 ,   35.0097 ,   0.1051,4.6782e+02,    0.3325,        33 ,1026.0537  ,  0.0427, 0.000e+00
      2.077  , 14.7005, 42.635925 ,   35.0108 ,   0.1033,5.2618e+02,    0.3310,        34 ,1026.0549  ,  0.0433, 0.000e+00
      2.063  , 14.6977, 42.642866 ,   35.0197 ,   0.1011,4.7561e+02,    0.3295,        35 ,1026.0623  ,  0.0454, 0.000e+00
      2.064  , 14.6955, 42.659716 ,   35.0371 ,   0.1006,4.5072e+02,    0.3281,        36 ,1026.0762  ,  0.0444, 0.000e+00
      2.069  , 14.6951, 42.653785 ,   35.0321 ,   0.1013,4.8857e+02,    0.3262,        37 ,1026.0725  ,  0.0447, 0.000e+00
      2.064  , 14.6974, 42.637408 ,   35.0149 ,   0.1005,4.8609e+02,    0.3239,        38 ,1026.0587  ,  0.0446, 0.000e+00
      2.057  , 14.6972, 42.638149 ,   35.0158 ,   0.0996,4.6561e+02,    0.3213,        39 ,1026.0594  ,  0.0433, 0.000e+00
      2.052  , 14.6922, 42.646641 ,   35.0281 ,   0.1009,4.9358e+02,    0.3239,        40 ,1026.0699  ,  0.0435, 0.000e+00
      2.050  , 14.6938, 42.658233 ,   35.0373 ,   0.1022,4.9811e+02,    0.3263,        41 ,1026.0767  ,  0.0428, 0.000e+00
      2.044  , 14.6966, 42.649067 ,   35.0263 ,   0.0994,4.7403e+02,    0.3233,        42 ,1026.0676  ,  0.0433, 0.000e+00
      2.052  , 14.7018, 42.643607 ,   35.0166 ,   0.0971,4.6766e+02,    0.3201,        43 ,1026.0590  ,  0.0413, 0.000e+00
      2.052  , 14.7041, 42.643068 ,   35.0140 ,   0.0964,4.8345e+02,    0.3183,        44 ,1026.0565  ,  0.0427, 0.000e+00
      2.075  , 14.7012, 42.649336 ,   35.0225 ,   0.0950,4.5879e+02,    0.3169,        45 ,1026.0638  ,  0.0426, 0.000e+00
      2.126  , 14.6984, 42.654998 ,   35.0302 ,   0.0951,4.2780e+02,    0.3165,        46 ,1026.0706  ,  0.0433, 0.000e+00
      2.182  , 14.6980, 42.645360 ,   35.0216 ,   0.0952,4.3477e+02,    0.3166,        47 ,1026.0643  ,  0.0430, 0.000e+00
      2.232  , 14.6981, 42.639767 ,   35.0164 ,   0.0942,4.3370e+02,    0.3162,        48 ,1026.0605  ,  0.0435, 0.000e+00
      2.264  , 14.6997, 42.639430 ,   35.0146 ,   0.0940,4.2220e+02,    0.3153,        49 ,1026.0589  ,  0.0439, 0.000e+00
      2.295  , 14.6988, 42.641924 ,   35.0177 ,   0.0950,4.3814e+02,    0.3157,        50 ,1026.0616  ,  0.0447, 0.000e+00
      2.333  , 14.6977, 42.666255 ,   35.0410 ,   0.0962,4.1223e+02,    0.3166,        51 ,1026.0800  ,  0.0432, 0.000e+00
      2.438  , 14.6992, 42.651562 ,   35.0262 ,   0.0980,3.8398e+02,    0.3223,        52 ,1026.0687  ,  0.0438, 0.000e+00
      2.609  , 14.6975, 42.639432 ,   35.0164 ,   0.0984,3.5867e+02,    0.3272,        53 ,1026.0623  ,  0.0417, 0.000e+00
      2.842  , 14.6928, 42.635997 ,   35.0175 ,   0.0963,3.1877e+02,    0.3207,        54 ,1026.0652  ,  0.0411, 0.000e+00
      3.097  , 14.6904, 42.647320 ,   35.0299 ,   0.0939,3.0363e+02,    0.3141,        55 ,1026.0764  ,  0.0419, 0.000e+00
      3.337  , 14.6945, 42.631484 ,   35.0116 ,   0.0919,3.0427e+02,    0.3093,        56 ,1026.0625  ,  0.0446, 0.000e+00
      3.508  , 14.6938, 42.630541 ,   35.0113 ,   0.0902,3.1710e+02,    0.3042,        57 ,1026.0631  ,  0.0447, 0.000e+00
      3.615  , 14.6894, 42.634046 ,   35.0184 ,   0.0879,3.2660e+02,    0.3021,        58 ,1026.0700  ,  0.0439, 0.000e+00
      3.691  , 14.6879, 42.644627 ,   35.0295 ,   0.0854,3.1521e+02,    0.3007,        59 ,1026.0793  ,  0.0460, 0.000e+00
      3.804  , 14.6898, 42.646649 ,   35.0296 ,   0.0852,2.9304e+02,    0.3030,        60 ,1026.0794  ,  0.0460, 0.000e+00
      3.967  , 14.6926, 42.639775 ,   35.0207 ,   0.0889,2.7609e+02,    0.3048,        61 ,1026.0727  ,  0.0452, 0.000e+00
      4.186  , 14.6912, 42.636474 ,   35.0187 ,   0.0890,2.5300e+02,    0.3053,        62 ,1026.0724  ,  0.0462, 0.000e+00
      4.463  , 14.6888, 42.636678 ,   35.0210 ,   0.0892,2.3347e+02,    0.3057,        63 ,1026.0760  ,  0.0442, 0.000e+00
      4.747  , 14.6879, 42.645237 ,   35.0295 ,   0.0892,2.2924e+02,    0.3064,        64 ,1026.0840  ,  0.0444, 0.000e+00
      5.000  , 14.6922, 42.628795 ,   35.0105 ,   0.0889,2.3147e+02,    0.2980,        65 ,1026.0695  ,  0.0436, 0.000e+00
      5.164  , 14.6906, 42.628055 ,   35.0112 ,   0.0889,2.3728e+02,    0.2979,        66 ,1026.0711  ,  0.0436, 0.000e+00
      5.252  , 14.6889, 42.631492 ,   35.0158 ,   0.0903,2.3853e+02,    0.2969,        67 ,1026.0754  ,  0.0442, 0.000e+00
      5.334  , 14.6890, 42.644903 ,   35.0280 ,   0.0904,2.2828e+02,    0.2969,        68 ,1026.0852  ,  0.0439, 0.000e+00
      5.467  , 14.6896, 42.640927 ,   35.0238 ,   0.0926,2.1248e+02,    0.3006,        69 ,1026.0824  ,  0.0433, 0.000e+00
      5.660  , 14.6896, 42.639311 ,   35.0222 ,   0.0928,2.0371e+02,    0.3005,        70 ,1026.0820  ,  0.0420, 0.000e+00
      5.867  , 14.6860, 42.650432 ,   35.0356 ,   0.0927,1.9984e+02,    0.2992,        71 ,1026.0940  ,  0.0437, 0.000e+00
      6.098  , 14.6851, 42.648613 ,   35.0347 ,   0.0927,1.9632e+02,    0.2991,        72 ,1026.0945  ,  0.0443, 0.000e+00
      6.356  , 14.6845, 42.637697 ,   35.0251 ,   0.0903,1.7556e+02,    0.2992,        73 ,1026.0884  ,  0.0459, 0.000e+00
      6.615  , 14.6815, 42.643157 ,   35.0327 ,   0.0900,1.7540e+02,    0.2995,        74 ,1026.0961  ,  0.0465, 0.000e+00
      6.836  , 14.6807, 42.623077 ,   35.0148 ,   0.0892,1.7415e+02,    0.2971,        75 ,1026.0835  ,  0.0434, 0.000e+00
      7.000  , 14.6788, 42.621326 ,   35.0149 ,   0.0891,1.7476e+02,    0.2968,        76 ,1026.0847  ,  0.0422, 0.000e+00
      7.157  , 14.6780, 42.632512 ,   35.0259 ,   0.0891,1.7180e+02,    0.2969,        77 ,1026.0940  ,  0.0439, 0.000e+00
      7.327  , 14.6779, 42.635680 ,   35.0288 ,   0.0890,1.6404e+02,    0.2965,        78 ,1026.0970  ,  0.0442, 0.000e+00
      7.513  , 14.6782, 42.634468 ,   35.0273 ,   0.0904,1.5633e+02,    0.3005,        79 ,1026.0967  ,  0.0442, 0.000e+00
      7.693  , 14.6760, 42.637973 ,   35.0325 ,   0.0905,1.5066e+02,    0.3006,        80 ,1026.1019  ,  0.0445, 0.000e+00
      7.857  , 14.6732, 42.643904 ,   35.0403 ,   0.0901,1.4672e+02,    0.2989,        81 ,1026.1093  ,  0.0454, 0.000e+00
      8.020  , 14.6721, 42.647881 ,   35.0449 ,   0.0900,1.4227e+02,    0.2996,        82 ,1026.1138  ,  0.0446, 0.000e+00
      8.165  , 14.6716, 42.636762 ,   35.0351 ,   0.0915,1.3972e+02,    0.2979,        83 ,1026.1070  ,  0.0440, 0.000e+00
      8.301  , 14.6710, 42.642896 ,   35.0412 ,   0.0914,1.3818e+02,    0.2980,        84 ,1026.1125  ,  0.0440, 0.000e+00
      8.401  , 14.6709, 42.657251 ,   35.0545 ,   0.0905,1.3644e+02,    0.2999,        85 ,1026.1231  ,  0.0432, 0.000e+00
      8.511  , 14.6708, 42.662509 ,   35.0594 ,   0.0906,1.3446e+02,    0.3006,        86 ,1026.1275  ,  0.0444, 0.000e+00
      8.637  , 14.6709, 42.645121 ,   35.0432 ,   0.0901,1.3124e+02,    0.2984,        87 ,1026.1155  ,  0.0454, 0.000e+00
      8.794  , 14.6682, 42.626523 ,   35.0285 ,   0.0902,1.2731e+02,    0.2978,        88 ,1026.1054  ,  0.0449, 0.000e+00
      9.014  , 14.6632, 42.606717 ,   35.0147 ,   0.0877,1.2263e+02,    0.2954,        89 ,1026.0969  ,  0.0451, 0.000e+00
      9.285  , 14.6528, 42.596210 ,   35.0143 ,   0.0874,1.1635e+02,    0.2954,        90 ,1026.1000  ,  0.0448, 0.000e+00
      9.587  , 14.6420, 42.588197 ,   35.0166 ,   0.0855,1.1090e+02,    0.2969,        91 ,1026.1054  ,  0.0435, 0.000e+00
      9.856  , 14.6354, 42.587930 ,   35.0222 ,   0.0850,1.0850e+02,    0.2967,        92 ,1026.1124  ,  0.0439, 0.000e+00
     10.083  , 14.6319, 42.591299 ,   35.0284 ,   0.0854,1.0568e+02,    0.2905,        93 ,1026.1189  ,  0.0447, 0.000e+00
     10.271  , 14.6308, 42.589212 ,   35.0273 ,   0.0853,1.0221e+02,    0.2911,        94 ,1026.1192  ,  0.0449, 0.000e+00
     10.428  , 14.6305, 42.591638 ,   35.0298 ,   0.0877,9.9144e+01,    0.2934,        95 ,1026.1219  ,  0.0449, 0.000e+00
     10.541  , 14.6297, 42.608075 ,   35.0456 ,   0.0878,9.7279e+01,    0.2930,        96 ,1026.1347  ,  0.0439, 0.000e+00
     10.591  , 14.6359, 42.598374 ,   35.0310 ,   0.0892,9.6444e+01,    0.2966,        97 ,1026.1223  ,  0.0439, 0.000e+00
     10.610  , 14.6424, 42.607265 ,   35.0334 ,   0.0890,9.5382e+01,    0.2970,        98 ,1026.1229  ,  0.0440, 0.000e+00
     10.686  , 14.6434, 42.599114 ,   35.0249 ,   0.0898,9.2588e+01,    0.2992,        99 ,1026.1165  ,  0.0432, 0.000e+00
     10.843  , 14.6320, 42.574599 ,   35.0126 ,   0.0903,8.8201e+01,    0.2992,       100 ,1026.1101  ,  0.0441, 0.000e+00
     11.081  , 14.6113, 42.555815 ,   35.0139 ,   0.0877,8.3491e+01,    0.2979,       101 ,1026.1167  ,  0.0457, 0.000e+00
     11.313  , 14.5885, 42.543295 ,   35.0229 ,   0.0878,8.2499e+01,    0.2983,       102 ,1026.1296  ,  0.0439, 0.000e+00
     11.476  , 14.5751, 42.565181 ,   35.0551 ,   0.0841,8.4125e+01,    0.2921,       103 ,1026.1580  ,  0.0433, 0.000e+00
     11.545  , 14.5815, 42.558783 ,   35.0434 ,   0.0839,8.6329e+01,    0.2918,       104 ,1026.1479  ,  0.0443, 0.000e+00
     11.616  , 14.5914, 42.568210 ,   35.0430 ,   0.0866,8.6314e+01,    0.2948,       105 ,1026.1458  ,  0.0441, 0.000e+00
     11.783  , 14.5943, 42.553867 ,   35.0272 ,   0.0866,8.2325e+01,    0.2947,       106 ,1026.1337  ,  0.0452, 0.000e+00
     12.078  , 14.5763, 42.522700 ,   35.0146 ,   0.0864,7.5301e+01,    0.2982,       107 ,1026.1292  ,  0.0449, 0.000e+00
     12.460  , 14.5435, 42.487777 ,   35.0119 ,   0.0865,6.7948e+01,    0.2978,       108 ,1026.1359  ,  0.0449, 0.000e+00
     12.907  , 14.5107, 42.462754 ,   35.0183 ,   0.0770,6.2632e+01,    0.2884,       109 ,1026.1499  ,  0.0446, 0.000e+00
     13.293  , 14.4924, 42.464979 ,   35.0367 ,   0.0772,5.7772e+01,    0.2886,       110 ,1026.1698  ,  0.0447, 0.000e+00
     13.412  , 14.4906, 42.464037 ,   35.0375 ,   0.0748,5.8808e+01,    0.2811,       111 ,1026.1713  ,  0.0455, 0.000e+00
     13.329  , 14.5028, 42.493573 ,   35.0537 ,   0.0748,6.1953e+01,    0.2809,       112 ,1026.1808  ,  0.0451, 0.000e+00
     13.224  , 14.5230, 42.486437 ,   35.0289 ,   0.0950,6.6540e+01,    0.3114,       113 ,1026.1568  ,  0.0449, 0.000e+00
     13.093  , 14.5285, 42.510865 ,   35.0465 ,   0.0950,7.0209e+01,    0.3113,       114 ,1026.1686  ,  0.0458, 0.000e+00
     12.980  , 14.5298, 42.496058 ,   35.0318 ,   0.0938,7.1129e+01,    0.3102,       115 ,1026.1565  ,  0.0457, 0.000e+00
     12.916  , 14.5322, 42.494106 ,   35.0278 ,   0.0923,6.8669e+01,    0.3082,       116 ,1026.1526  ,  0.0448, 0.000e+00
     12.937  , 14.5297, 42.487646 ,   35.0241 ,   0.0902,6.4761e+01,    0.3059,       117 ,1026.1504  ,  0.0443, 0.000e+00
     13.168  , 14.5204, 42.476681 ,   35.0222 ,   0.0863,6.0626e+01,    0.3029,       118 ,1026.1520  ,  0.0445, 0.000e+00
     13.550  , 14.5049, 42.459394 ,   35.0201 ,   0.0818,5.6545e+01,    0.2942,       119 ,1026.1554  ,  0.0451, 0.000e+00
     14.000  , 14.4901, 42.453882 ,   35.0283 ,   0.0760,5.3185e+01,    0.2851,       120 ,1026.1669  ,  0.0452, 0.000e+00
     14.482  , 14.4818, 42.450051 ,   35.0321 ,   0.0740,4.8910e+01,    0.2827,       121 ,1026.1738  ,  0.0453, 0.000e+00
     14.894  , 14.4745, 42.448977 ,   35.0375 ,   0.0724,4.6476e+01,    0.2812,       122 ,1026.1814  ,  0.0450, 0.000e+00
     15.094  , 14.4733, 42.448978 ,   35.0385 ,   0.0721,4.7544e+01,    0.2799,       123 ,1026.1833  ,  0.0454, 0.000e+00
     15.070  , 14.4808, 42.463507 ,   35.0452 ,   0.0722,4.8125e+01,    0.2786,       124 ,1026.1867  ,  0.0437, 0.000e+00
     15.044  , 14.4905, 42.471915 ,   35.0441 ,   0.0742,4.7611e+01,    0.2815,       125 ,1026.1837  ,  0.0456, 0.000e+00
     15.070  , 14.4953, 42.471175 ,   35.0392 ,   0.0757,4.6288e+01,    0.2834,       126 ,1026.1789  ,  0.0433, 0.000e+00
     15.132  , 14.4943, 42.469695 ,   35.0386 ,   0.0764,4.5344e+01,    0.2838,       127 ,1026.1790  ,  0.0433, 0.000e+00
     15.219  , 14.4919, 42.471647 ,   35.0426 ,   0.0772,4.4781e+01,    0.2846,       128 ,1026.1830  ,  0.0433, 0.000e+00
     15.388  , 14.4871, 42.458799 ,   35.0350 ,   0.0750,4.3323e+01,    0.2825,       129 ,1026.1789  ,  0.0438, 0.000e+00
     15.656  , 14.4733, 42.440102 ,   35.0301 ,   0.0732,4.0992e+01,    0.2811,       130 ,1026.1793  ,  0.0435, 0.000e+00
     15.981  , 14.4601, 42.433380 ,   35.0357 ,   0.0731,3.9199e+01,    0.2817,       131 ,1026.1879  ,  0.0444, 0.000e+00
     16.262  , 14.4534, 42.436206 ,   35.0443 ,   0.0720,3.8379e+01,    0.2823,       132 ,1026.1972  ,  0.0458, 0.000e+00
     16.461  , 14.4509, 42.449458 ,   35.0587 ,   0.0715,3.7969e+01,    0.2802,       133 ,1026.2098  ,  0.0462, 0.000e+00
     16.643  , 14.4497, 42.446768 ,   35.0572 ,   0.0713,3.7260e+01,    0.2776,       134 ,1026.2097  ,  0.0460, 0.000e+00
     16.836  , 14.4497, 42.440850 ,   35.0516 ,   0.0706,3.6442e+01,    0.2784,       135 ,1026.2062  ,  0.0462, 0.000e+00
     17.020  , 14.4492, 42.440380 ,   35.0516 ,   0.0710,3.5711e+01,    0.2803,       136 ,1026.2071  ,  0.0452, 0.000e+00
     17.216  , 14.4484, 42.438430 ,   35.0505 ,   0.0710,3.4896e+01,    0.2797,       137 ,1026.2073  ,  0.0452, 0.000e+00
     17.447  , 14.4469, 42.431235 ,   35.0451 ,   0.0709,3.3445e+01,    0.2799,       138 ,1026.2045  ,  0.0442, 0.000e+00
     17.742  , 14.4408, 42.421688 ,   35.0417 ,   0.0710,3.1495e+01,    0.2807,       139 ,1026.2045  ,  0.0450, 0.000e+00
     18.032  , 14.4286, 42.411066 ,   35.0428 ,   0.0710,2.9605e+01,    0.2808,       140 ,1026.2093  ,  0.0449, 0.000e+00
     18.281  , 14.4141, 42.403673 ,   35.0490 ,   0.0697,2.8269e+01,    0.2798,       141 ,1026.2183  ,  0.0453, 0.000e+00
     18.431  , 14.4051, 42.419678 ,   35.0719 ,   0.0691,2.7574e+01,    0.2786,       142 ,1026.2385  ,  0.0460, 0.000e+00
     18.499  , 14.4039, 42.425865 ,   35.0787 ,   0.0699,2.7231e+01,    0.2804,       143 ,1026.2444  ,  0.0454, 0.000e+00
     18.501  , 14.4162, 42.413759 ,   35.0564 ,   0.0709,2.7328e+01,    0.2811,       144 ,1026.2245  ,  0.0458, 0.000e+00
     18.462  , 14.4233, 42.420214 ,   35.0559 ,   0.0713,2.7755e+01,    0.2795,       145 ,1026.2224  ,  0.0453, 0.000e+00
     18.438  , 14.4325, 42.426803 ,   35.0536 ,   0.0712,2.8189e+01,    0.2786,       146 ,1026.2186  ,  0.0448, 0.000e+00
     18.462  , 14.4369, 42.426600 ,   35.0495 ,   0.0704,2.8144e+01,    0.2801,       147 ,1026.2145  ,  0.0449, 0.000e+00
     18.630  , 14.4236, 42.399034 ,   35.0360 ,   0.0699,2.7657e+01,    0.2812,       148 ,1026.2078  ,  0.0448, 0.000e+00
     18.935  , 14.3959, 42.372217 ,   35.0361 ,   0.0686,2.6591e+01,    0.2804,       149 ,1026.2151  ,  0.0436, 0.000e+00
     19.333  , 14.3612, 42.334658 ,   35.0327 ,   0.0672,2.5136e+01,    0.2802,       150 ,1026.2217  ,  0.0443, 0.000e+00
     19.792  , 14.3287, 42.311352 ,   35.0404 ,   0.0651,2.3411e+01,    0.2788,       151 ,1026.2366  ,  0.0446, 0.000e+00
     20.234  , 14.3006, 42.287782 ,   35.0439 ,   0.0628,2.1788e+01,    0.2776,       152 ,1026.2473  ,  0.0445, 0.000e+00
     20.574  , 14.2791, 42.285503 ,   35.0612 ,   0.0619,2.1133e+01,    0.2778,       153 ,1026.2668  ,  0.0472, 0.000e+00
     20.644  , 14.2729, 42.292220 ,   35.0730 ,   0.0602,2.1014e+01,    0.2776,       154 ,1026.2776  ,  0.0462, 0.000e+00
     20.557  , 14.2847, 42.312302 ,   35.0810 ,   0.0617,2.1366e+01,    0.2769,       155 ,1026.2808  ,  0.0465, 0.000e+00
     20.470  , 14.3070, 42.345018 ,   35.0911 ,   0.0641,2.1858e+01,    0.2763,       156 ,1026.2834  ,  0.0458, 0.000e+00
     20.390  , 14.3315, 42.350591 ,   35.0740 ,   0.0642,2.2032e+01,    0.2773,       157 ,1026.2647  ,  0.0465, 0.000e+00
     20.346  , 14.3390, 42.341653 ,   35.0588 ,   0.0651,2.1873e+01,    0.2786,       158 ,1026.2512  ,  0.0456, 0.000e+00
     20.421  , 14.3315, 42.323849 ,   35.0491 ,   0.0645,2.1506e+01,    0.2789,       159 ,1026.2456  ,  0.0459, 0.000e+00
     20.675  , 14.3123, 42.302760 ,   35.0470 ,   0.0638,2.0848e+01,    0.2786,       160 ,1026.2492  ,  0.0459, 0.000e+00
     21.017  , 14.2838, 42.274558 ,   35.0465 ,   0.0628,1.9944e+01,    0.2787,       161 ,1026.2564  ,  0.0471, 0.000e+00
     21.395  , 14.2573, 42.252943 ,   35.0505 ,   0.0614,1.9052e+01,    0.2790,       162 ,1026.2668  ,  0.0454, 0.000e+00
     21.749  , 14.2396, 42.245361 ,   35.0594 ,   0.0609,1.8394e+01,    0.2777,       163 ,1026.2791  ,  0.0452, 0.000e+00
     22.030  , 14.2242, 42.239591 ,   35.0679 ,   0.0602,1.7897e+01,    0.2765,       164 ,1026.2901  ,  0.0444, 0.000e+00
     22.258  , 14.2155, 42.240466 ,   35.0765 ,   0.0592,1.7294e+01,    0.2783,       165 ,1026.2997  ,  0.0440, 0.000e+00
     22.461  , 14.2110, 42.241005 ,   35.0810 ,   0.0579,1.6634e+01,    0.2800,       166 ,1026.3050  ,  0.0445, 0.000e+00
     22.586  , 14.2086, 42.265242 ,   35.1056 ,   0.0576,1.6225e+01,    0.2773,       167 ,1026.3251  ,  0.0449, 0.000e+00
     22.624  , 14.2151, 42.245905 ,   35.0817 ,   0.0577,1.6142e+01,    0.2751,       168 ,1026.3054  ,  0.0450, 0.000e+00
     22.605  , 14.2244, 42.241205 ,   35.0690 ,   0.0586,1.6171e+01,    0.2755,       169 ,1026.2935  ,  0.0465, 0.000e+00
     22.636  , 14.2296, 42.258122 ,   35.0799 ,   0.0593,1.6082e+01,    0.2763,       170 ,1026.3010  ,  0.0461, 0.000e+00
     22.735  , 14.2268, 42.251208 ,   35.0760 ,   0.0593,1.5915e+01,    0.2768,       171 ,1026.2990  ,  0.0465, 0.000e+00
     22.836  , 14.2138, 42.246846 ,   35.0838 ,   0.0591,1.5803e+01,    0.2798,       172 ,1026.3082  ,  0.0470, 0.000e+00
     22.976  , 14.2018, 42.231678 ,   35.0805 ,   0.0593,1.5650e+01,    0.2805,       173 ,1026.3089  ,  0.0455, 0.000e+00
     23.210  , 14.1885, 42.205238 ,   35.0679 ,   0.0568,1.5259e+01,    0.2788,       174 ,1026.3030  ,  0.0461, 0.000e+00
     23.540  , 14.1714, 42.184307 ,   35.0639 ,   0.0567,1.4635e+01,    0.2788,       175 ,1026.3050  ,  0.0462, 0.000e+00
     23.940  , 14.1505, 42.160229 ,   35.0604 ,   0.0566,1.3987e+01,    0.2774,       176 ,1026.3085  ,  0.0462, 0.000e+00
     24.369  , 14.1243, 42.132670 ,   35.0585 ,   0.0568,1.3166e+01,    0.2775,       177 ,1026.3145  ,  0.0465, 0.000e+00
     24.743  , 14.1001, 42.115577 ,   35.0644 ,   0.0545,1.2348e+01,    0.2789,       178 ,1026.3259  ,  0.0455, 0.000e+00
     24.882  , 14.0902, 42.133884 ,   35.0905 ,   0.0545,1.2333e+01,    0.2790,       179 ,1026.3488  ,  0.0456, 0.000e+00
     24.843  , 14.1000, 42.151453 ,   35.0979 ,   0.0535,1.2445e+01,    0.2789,       180 ,1026.3522  ,  0.0447, 0.000e+00
     24.758  , 14.1222, 42.166877 ,   35.0921 ,   0.0535,1.2595e+01,    0.2794,       181 ,1026.3427  ,  0.0456, 0.000e+00
     24.709  , 14.1403, 42.178546 ,   35.0864 ,   0.0616,1.2642e+01,    0.2834,       182 ,1026.3342  ,  0.0469, 0.000e+00
     24.715  , 14.1489, 42.181765 ,   35.0816 ,   0.0616,1.2542e+01,    0.2837,       183 ,1026.3287  ,  0.0446, 0.000e+00
     24.907  , 14.1436, 42.157953 ,   35.0642 ,   0.0608,1.2172e+01,    0.2862,       184 ,1026.3173  ,  0.0433, 0.000e+00
     25.253  , 14.1197, 42.130193 ,   35.0600 ,   0.0605,1.1585e+01,    0.2860,       185 ,1026.3206  ,  0.0451, 0.000e+00
