pressure, temperature, conductivity, salinity, fluorescence, PAR/Irradience, Turbidity, Scan Count, Density, CDOM, Flag
      5.768 ,   15.2778 ,42.906167 ,  34.7395 ,   0.0985,1.5715e+02,    0.3740  ,     180,  1025.7354,     0.0610, 0.000e+00
      5.623 ,   15.2773 ,42.904950 ,  34.7389 ,   0.0975,1.6453e+02,    0.3775  ,     181,  1025.7344,     0.0610, 0.000e+00
      5.483 ,   15.2750 ,42.904950 ,  34.7410 ,   0.0973,1.7421e+02,    0.3762  ,     182,  1025.7359,     0.0608, 0.000e+00
      5.339 ,   15.2731 ,42.902990 ,  34.7410 ,   0.0976,1.7460e+02,    0.3752  ,     183,  1025.7357,     0.0628, 0.000e+00
      5.195 ,   15.2721 ,42.900693 ,  34.7398 ,   0.0982,1.9868e+02,    0.3756  ,     184,  1025.7343,     0.0642, 0.000e+00
      5.055 ,   15.2716 ,42.900219 ,  34.7399 ,   0.0989,2.1289e+02,    0.3761  ,     185,  1025.7339,     0.0642, 0.000e+00
      4.912 ,   15.2713 ,42.906840 ,  34.7462 ,   0.0998,2.3286e+02,    0.3785  ,     186,  1025.7382,     0.0632, 0.000e+00
      4.775 ,   15.2771 ,42.918528 ,  34.7517 ,   0.1014,2.5118e+02,    0.3799  ,     187,  1025.7406,     0.0616, 0.000e+00
      4.630 ,   15.3063 ,42.922442 ,  34.7294 ,   0.1011,2.7382e+02,    0.3777  ,     188,  1025.7163,     0.0610, 0.000e+00
      4.486 ,   15.3157 ,42.909669 ,  34.7096 ,   0.1008,2.9237e+02,    0.3754  ,     189,  1025.6983,     0.0606, 0.000e+00
      4.347 ,   15.3116 ,42.900954 ,  34.7054 ,   0.1026,2.8607e+02,    0.3825  ,     190,  1025.6953,     0.0638, 0.000e+00
      4.220 ,   15.3282 ,42.912437 ,  34.7011 ,   0.1045,3.1136e+02,    0.3887  ,     191,  1025.6878,     0.0637, 0.000e+00
      4.088 ,   15.3436 ,42.913042 ,  34.6881 ,   0.1047,3.1538e+02,    0.3895  ,     192,  1025.6737,     0.0652, 0.000e+00
      3.965 ,   15.3467 ,42.910676 ,  34.6833 ,   0.1074,3.2758e+02,    0.3806  ,     193,  1025.6687,     0.0670, 0.000e+00
      3.846 ,   15.3463 ,42.907433 ,  34.6808 ,   0.1073,3.3900e+02,    0.3810  ,     194,  1025.6664,     0.0657, 0.000e+00
      3.726 ,   15.3462 ,42.916149 ,  34.6888 ,   0.1023,3.2170e+02,    0.3788  ,     195,  1025.6721,     0.0633, 0.000e+00
      3.632 ,   15.3511 ,42.917431 ,  34.6856 ,   0.1021,3.2097e+02,    0.3790  ,     196,  1025.6681,     0.0638, 0.000e+00
      3.531 ,   15.3666 ,42.918105 ,  34.6726 ,   0.1061,3.1621e+02,    0.3816  ,     197,  1025.6542,     0.0650, 0.000e+00
      3.437 ,   15.3785 ,42.912562 ,  34.6571 ,   0.1059,3.0917e+02,    0.3815  ,     198,  1025.6392,     0.0645, 0.000e+00
      3.348 ,   15.3822 ,42.910399 ,  34.6520 ,   0.1088,3.1212e+02,    0.3801  ,     199,  1025.6340,     0.0626, 0.000e+00
      3.268 ,   15.3811 ,42.907899 ,  34.6506 ,   0.1085,3.1738e+02,    0.3800  ,     200,  1025.6329,     0.0644, 0.000e+00
      3.180 ,   15.3788 ,42.909655 ,  34.6543 ,   0.1059,3.1827e+02,    0.3803  ,     201,  1025.6359,     0.0661, 0.000e+00
      3.107 ,   15.3693 ,42.920940 ,  34.6730 ,   0.1058,3.1432e+02,    0.3799  ,     202,  1025.6520,     0.0663, 0.000e+00
      3.031 ,   15.3616 ,42.911887 ,  34.6716 ,   0.1059,3.2312e+02,    0.3787  ,     203,  1025.6523,     0.0681, 0.000e+00
      2.960 ,   15.3599 ,42.907157 ,  34.6689 ,   0.1057,3.1196e+02,    0.3786  ,     204,  1025.6503,     0.0665, 0.000e+00
      2.899 ,   15.3906 ,42.909180 ,  34.6436 ,   0.1034,2.9918e+02,    0.3829  ,     205,  1025.6237,     0.0658, 0.000e+00
      2.834 ,   15.4320 ,42.904647 ,  34.6030 ,   0.1030,3.0701e+02,    0.3829  ,     206,  1025.5829,     0.0675, 0.000e+00
      2.778 ,   15.4381 ,42.925727 ,  34.6166 ,   0.1059,3.0950e+02,    0.3786  ,     207,  1025.5918,     0.0668, 0.000e+00
      2.715 ,   15.4336 ,42.928363 ,  34.6231 ,   0.1058,3.2913e+02,    0.3786  ,     208,  1025.5975,     0.0656, 0.000e+00
      2.658 ,   15.4338 ,42.914037 ,  34.6100 ,   0.1032,3.1284e+02,    0.3807  ,     209,  1025.5871,     0.0673, 0.000e+00
      2.608 ,   15.4365 ,42.913429 ,  34.6071 ,   0.1034,3.1749e+02,    0.3809  ,     210,  1025.5840,     0.0668, 0.000e+00
      2.558 ,   15.4688 ,42.918424 ,  34.5832 ,   0.1040,3.1278e+02,    0.3899  ,     211,  1025.5582,     0.0665, 0.000e+00
      2.518 ,   15.4908 ,42.909907 ,  34.5561 ,   0.1034,2.9881e+02,    0.3901  ,     212,  1025.5323,     0.0657, 0.000e+00
      2.474 ,   15.5029 ,42.912067 ,  34.5475 ,   0.1071,2.9776e+02,    0.3777  ,     213,  1025.5227,     0.0654, 0.000e+00
      2.430 ,   15.4863 ,42.927138 ,  34.5756 ,   0.1070,3.1715e+02,    0.3775  ,     214,  1025.5479,     0.0663, 0.000e+00
      2.388 ,   15.4818 ,42.932613 ,  34.5845 ,   0.1069,3.0320e+02,    0.3752  ,     215,  1025.5556,     0.0668, 0.000e+00
      2.347 ,   15.4885 ,42.918894 ,  34.5663 ,   0.1076,3.0917e+02,    0.3750  ,     216,  1025.5398,     0.0659, 0.000e+00
      2.313 ,   15.4808 ,42.908624 ,  34.5638 ,   0.1034,3.2210e+02,    0.3761  ,     217,  1025.5395,     0.0655, 0.000e+00
      2.271 ,   15.4758 ,42.904436 ,  34.5645 ,   0.1034,3.0464e+02,    0.3763  ,     218,  1025.5410,     0.0652, 0.000e+00
      2.237 ,   15.4721 ,42.900652 ,  34.5643 ,   0.1034,3.0961e+02,    0.3820  ,     219,  1025.5415,     0.0680, 0.000e+00
      2.202 ,   15.4695 ,42.899910 ,  34.5659 ,   0.1036,3.0470e+02,    0.3818  ,     220,  1025.5432,     0.0675, 0.000e+00
      2.174 ,   15.4744 ,42.899638 ,  34.5614 ,   0.1070,2.9981e+02,    0.3802  ,     221,  1025.5385,     0.0653, 0.000e+00
      2.149 ,   15.4846 ,42.894705 ,  34.5480 ,   0.1072,3.0166e+02,    0.3804  ,     222,  1025.5258,     0.0646, 0.000e+00
      2.118 ,   15.4835 ,42.895448 ,  34.5497 ,   0.1105,3.0561e+02,    0.3802  ,     223,  1025.5272,     0.0666, 0.000e+00
      2.092 ,   15.4774 ,42.893152 ,  34.5529 ,   0.1104,2.9068e+02,    0.3803  ,     224,  1025.5309,     0.0665, 0.000e+00
      2.069 ,   15.4718 ,42.885722 ,  34.5513 ,   0.1076,3.0071e+02,    0.3762  ,     225,  1025.5308,     0.0666, 0.000e+00
      2.042 ,   15.4699 ,42.884439 ,  34.5517 ,   0.1069,3.0454e+02,    0.3761  ,     226,  1025.5314,     0.0669, 0.000e+00
      2.017 ,   15.4666 ,42.896193 ,  34.5652 ,   0.1061,3.0416e+02,    0.3738  ,     227,  1025.5425,     0.0657, 0.000e+00
      1.992 ,   15.4567 ,42.895181 ,  34.5730 ,   0.1059,3.0994e+02,    0.3739  ,     228,  1025.5506,     0.0655, 0.000e+00
      1.974 ,   15.4514 ,42.887413 ,  34.5707 ,   0.1046,3.0352e+02,    0.3799  ,     229,  1025.5499,     0.0667, 0.000e+00
      1.955 ,   15.4633 ,42.895586 ,  34.5676 ,   0.1045,2.9211e+02,    0.3803  ,     230,  1025.5448,     0.0656, 0.000e+00
      1.941 ,   15.4886 ,42.893690 ,  34.5437 ,   0.1083,2.9042e+02,    0.3890  ,     231,  1025.5206,     0.0665, 0.000e+00
      1.929 ,   15.4986 ,42.921120 ,  34.5596 ,   0.1081,2.9278e+02,    0.3891  ,     232,  1025.5306,     0.0665, 0.000e+00
      1.904 ,   15.5014 ,42.938150 ,  34.5725 ,   0.1059,2.9698e+02,    0.3762  ,     233,  1025.5398,     0.0672, 0.000e+00
      1.885 ,   15.5187 ,42.930375 ,  34.5503 ,   0.1064,3.1693e+02,    0.3762  ,     234,  1025.5188,     0.0665, 0.000e+00
      1.866 ,   15.5179 ,42.917063 ,  34.5390 ,   0.1048,3.0034e+02,    0.3806  ,     235,  1025.5102,     0.0661, 0.000e+00
      1.853 ,   15.5177 ,42.921658 ,  34.5433 ,   0.1043,3.0108e+02,    0.3806  ,     236,  1025.5134,     0.0654, 0.000e+00
      1.841 ,   15.5255 ,42.928144 ,  34.5424 ,   0.1052,2.9088e+02,    0.3829  ,     237,  1025.5109,     0.0655, 0.000e+00
      1.828 ,   15.5332 ,42.920101 ,  34.5283 ,   0.1047,2.9850e+02,    0.3826  ,     238,  1025.4983,     0.0664, 0.000e+00
      1.815 ,   15.5304 ,42.940646 ,  34.5492 ,   0.1037,2.9145e+02,    0.3775  ,     239,  1025.5150,     0.0679, 0.000e+00
      1.802 ,   15.5303 ,42.938145 ,  34.5471 ,   0.1036,3.1070e+02,    0.3773  ,     240,  1025.5133,     0.0679, 0.000e+00
