pressure, temperature, conductivity, salinity, fluorescence, PAR/Irradience, Turbidity, Scan Count, Density, CDOM, Flag
      1.467  ,  15.7593, 43.113440 ,   34.5039 ,   0.1120, 3.8048e+02,    0.4042,         20,  1025.4271,     0.0729, 0.000e+00
      1.467  ,  15.7596, 43.121158 ,   34.5106 ,   0.1120, 3.8337e+02,    0.4041,         21,  1025.4322,     0.0717, 0.000e+00
      1.461  ,  15.7581, 43.117841 ,   34.5089 ,   0.1131, 3.6419e+02,    0.3983,         22,  1025.4312,     0.0742, 0.000e+00
      1.470  ,  15.7492, 43.111410 ,   34.5110 ,   0.1131, 3.7065e+02,    0.3989,         23,  1025.4348,     0.0723, 0.000e+00
      1.476  ,  15.7356, 43.117708 ,   34.5285 ,   0.1140, 3.6509e+02,    0.4009,         24,  1025.4514,     0.0743, 0.000e+00
      1.476  ,  15.7403, 43.075538 ,   34.4866 ,   0.1143, 3.7755e+02,    0.4008,         25,  1025.4181,     0.0732, 0.000e+00
      1.467  ,  15.7725, 43.024925 ,   34.4132 ,   0.1132, 3.7261e+02,    0.3973,         26,  1025.3543,     0.0703, 0.000e+00
      1.461  ,  15.7633, 43.038929 ,   34.4337 ,   0.1131, 4.0002e+02,    0.3974,         27,  1025.3721,     0.0732, 0.000e+00
      1.454  ,  15.7658, 43.070256 ,   34.4596 ,   0.1143, 3.7948e+02,    0.4027,         28,  1025.3915,     0.0734, 0.000e+00
      1.461  ,  15.7621, 43.080611 ,   34.4721 ,   0.1143, 3.6961e+02,    0.4037,         29,  1025.4020,     0.0722, 0.000e+00
      1.464  ,  15.7351, 43.059027 ,   34.4763 ,   0.1127, 3.6754e+02,    0.4137,         30,  1025.4113,     0.0718, 0.000e+00
      1.482  ,  15.7115, 43.058760 ,   34.4967 ,   0.1132, 3.5628e+02,    0.4141,         31,  1025.4324,     0.0734, 0.000e+00
      1.499  ,  15.7028, 43.032173 ,   34.4805 ,   0.1108, 3.6509e+02,    0.4018,         32,  1025.4219,     0.0705, 0.000e+00
      1.495  ,  15.7105, 43.002006 ,   34.4468 ,   0.1107, 3.7065e+02,    0.4018,         33,  1025.3943,     0.0721, 0.000e+00
      1.482  ,  15.7048, 43.027438 ,   34.4745 ,   0.1164, 3.7769e+02,    0.3977,         34,  1025.4168,     0.0732, 0.000e+00
      1.482  ,  15.7110, 43.036907 ,   34.4776 ,   0.1170, 3.7822e+02,    0.3983,         35,  1025.4178,     0.0725, 0.000e+00
      1.495  ,  15.7089, 43.039140 ,   34.4814 ,   0.1129, 3.5125e+02,    0.4018,         36,  1025.4213,     0.0731, 0.000e+00
      1.501  ,  15.7043, 43.045432 ,   34.4911 ,   0.1128, 3.5112e+02,    0.4016,         37,  1025.4298,     0.0752, 0.000e+00
      1.518  ,  15.6999, 43.048004 ,   34.4972 ,   0.1131, 3.4133e+02,    0.4028,         38,  1025.4356,     0.0738, 0.000e+00
      1.556  ,  15.6892, 43.025478 ,   34.4864 ,   0.1129, 3.2597e+02,    0.4030,         39,  1025.4298,     0.0736, 0.000e+00
      1.615  ,  15.6795, 42.999103 ,   34.4712 ,   0.1119, 3.0071e+02,    0.4095,         40,  1025.4205,     0.0723, 0.000e+00
      1.709  ,  15.6710, 42.986865 ,   34.4676 ,   0.1120, 2.8242e+02,    0.4087,         41,  1025.4201,     0.0714, 0.000e+00
      1.829  ,  15.6636, 42.982607 ,   34.4702 ,   0.1126, 2.6095e+02,    0.4175,         42,  1025.4244,     0.0709, 0.000e+00
      1.973  ,  15.6594, 42.982608 ,   34.4739 ,   0.1129, 2.3578e+02,    0.4173,         43,  1025.4287,     0.0714, 0.000e+00
      2.120  ,  15.6562, 42.983624 ,   34.4775 ,   0.1117, 2.1912e+02,    0.4054,         44,  1025.4329,     0.0726, 0.000e+00
      2.278  ,  15.6538, 42.984030 ,   34.4799 ,   0.1116, 2.0601e+02,    0.4051,         45,  1025.4360,     0.0723, 0.000e+00
      2.439  ,  15.6534, 42.984639 ,   34.4807 ,   0.1104, 1.9691e+02,    0.4038,         46,  1025.4374,     0.0738, 0.000e+00
      2.596  ,  15.6529, 42.987142 ,   34.4834 ,   0.1104, 1.8178e+02,    0.4037,         47,  1025.4403,     0.0738, 0.000e+00
      2.766  ,  15.6526, 42.978894 ,   34.4762 ,   0.1106, 1.6760e+02,    0.4075,         48,  1025.4356,     0.0739, 0.000e+00
      2.948  ,  15.6507, 42.976393 ,   34.4754 ,   0.1102, 1.5266e+02,    0.4081,         49,  1025.4362,     0.0746, 0.000e+00
      3.143  ,  15.6466, 42.976395 ,   34.4790 ,   0.1080, 1.4210e+02,    0.4105,         50,  1025.4407,     0.0747, 0.000e+00
      3.329  ,  15.6432, 42.977883 ,   34.4832 ,   0.1082, 1.3284e+02,    0.4108,         51,  1025.4456,     0.0741, 0.000e+00
      3.506  ,  15.6398, 42.979507 ,   34.4876 ,   0.1068, 1.2682e+02,    0.4014,         52,  1025.4505,     0.0735, 0.000e+00
      3.683  ,  15.6365, 42.974843 ,   34.4863 ,   0.1071, 1.1854e+02,    0.4007,         53,  1025.4510,     0.0748, 0.000e+00
      3.861  ,  15.6330, 42.969842 ,   34.4847 ,   0.1054, 1.0979e+02,    0.4057,         54,  1025.4514,     0.0718, 0.000e+00
      4.053  ,  15.6301, 42.966868 ,   34.4846 ,   0.1062, 1.0065e+02,    0.4056,         55,  1025.4528,     0.0721, 0.000e+00
      4.253  ,  15.6269, 42.964639 ,   34.4853 ,   0.1043, 9.2654e+01,    0.4176,         56,  1025.4549,     0.0724, 0.000e+00
      4.461  ,  15.6227, 42.963220 ,   34.4876 ,   0.1046, 8.6725e+01,    0.4177,         57,  1025.4586,     0.0743, 0.000e+00
      4.663  ,  15.6168, 42.960856 ,   34.4906 ,   0.1034, 8.1532e+01,    0.4211,         58,  1025.4631,     0.0745, 0.000e+00
      4.863  ,  15.6091, 42.961128 ,   34.4975 ,   0.1035, 7.7042e+01,    0.4211,         59,  1025.4710,     0.0724, 0.000e+00
      5.049  ,  15.6037, 42.961400 ,   34.5023 ,   0.1024, 7.2646e+01,    0.4198,         60,  1025.4768,     0.0723, 0.000e+00
      5.226  ,  15.5997, 42.963091 ,   34.5073 ,   0.1023, 6.8984e+01,    0.4199,         61,  1025.4823,     0.0737, 0.000e+00
      5.415  ,  15.5916, 42.954846 ,   34.5069 ,   0.1023, 6.4149e+01,    0.4067,         62,  1025.4847,     0.0740, 0.000e+00
      5.611  ,  15.5763, 42.945048 ,   34.5114 ,   0.1024, 6.0169e+01,    0.4063,         63,  1025.4924,     0.0733, 0.000e+00
      5.819  ,  15.5499, 42.941133 ,   34.5310 ,   0.1011, 5.5794e+01,    0.4292,         64,  1025.5144,     0.0735, 0.000e+00
      6.021  ,  15.5242, 42.945530 ,   34.5575 ,   0.1013, 5.2414e+01,    0.4294,         65,  1025.5414,     0.0710, 0.000e+00
      6.216  ,  15.5094, 42.952360 ,   34.5766 ,   0.0997, 4.9657e+01,    0.4137,         66,  1025.5603,     0.0697, 0.000e+00
      6.393  ,  15.5019, 42.954660 ,   34.5851 ,   0.1002, 4.6846e+01,    0.4137,         67,  1025.5693,     0.0700, 0.000e+00
      6.567  ,  15.4993, 42.957365 ,   34.5897 ,   0.0999, 4.4178e+01,    0.4095,         68,  1025.5742,     0.0691, 0.000e+00
      6.740  ,  15.4988, 42.961625 ,   34.5940 ,   0.0998, 4.2357e+01,    0.4041,         69,  1025.5784,     0.0690, 0.000e+00
      6.904  ,  15.4967, 42.959192 ,   34.5935 ,   0.1006, 3.9916e+01,    0.4101,         70,  1025.5792,     0.0696, 0.000e+00
      7.061  ,  15.4947, 42.957503 ,   34.5938 ,   0.1014, 3.7729e+01,    0.4135,         71,  1025.5805,     0.0695, 0.000e+00
      7.249  ,  15.4932, 42.951150 ,   34.5893 ,   0.1007, 3.5529e+01,    0.4219,         72,  1025.5783,     0.0698, 0.000e+00
      7.452  ,  15.4916, 42.954125 ,   34.5933 ,   0.1011, 3.3012e+01,    0.4295,         73,  1025.5826,     0.0719, 0.000e+00
      7.666  ,  15.4859, 42.971906 ,   34.6142 ,   0.0998, 3.1092e+01,    0.4360,         74,  1025.6009,     0.0705, 0.000e+00
      7.880  ,  15.4796, 42.994356 ,   34.6399 ,   0.0988, 2.9673e+01,    0.4437,         75,  1025.6231,     0.0683, 0.000e+00
      8.075  ,  15.4747, 43.001458 ,   34.6505 ,   0.0977, 2.8343e+01,    0.4424,         76,  1025.6332,     0.0671, 0.000e+00
      8.245  ,  15.4721, 43.010453 ,   34.6609 ,   0.0966, 2.7366e+01,    0.4402,         77,  1025.6425,     0.0656, 0.000e+00
      8.384  ,  15.4703, 43.018570 ,   34.6698 ,   0.0957, 2.6408e+01,    0.4266,         78,  1025.6504,     0.0649, 0.000e+00
      8.516  ,  15.4635, 43.019248 ,   34.6763 ,   0.0951, 2.5180e+01,    0.4139,         79,  1025.6576,     0.0642, 0.000e+00
      8.667  ,  15.4388, 43.005455 ,   34.6856 ,   0.0937, 2.3967e+01,    0.4227,         80,  1025.6709,     0.0643, 0.000e+00
      8.843  ,  15.4033, 42.978142 ,   34.6923 ,   0.0929, 2.2341e+01,    0.4318,         81,  1025.6847,     0.0639, 0.000e+00
      9.038  ,  15.3585, 42.954691 ,   34.7106 ,   0.0916, 2.0840e+01,    0.4276,         82,  1025.7097,     0.0618, 0.000e+00
      9.239  ,  15.3064, 42.936180 ,   34.7400 ,   0.0902, 1.9629e+01,    0.4239,         83,  1025.7448,     0.0610, 0.000e+00
      9.434  ,  15.2712, 42.931184 ,   34.7665 ,   0.0886, 1.8735e+01,    0.4192,         84,  1025.7740,     0.0615, 0.000e+00
      9.604  ,  15.2543, 42.941866 ,   34.7912 ,   0.0869, 1.8158e+01,    0.4150,         85,  1025.7974,     0.0619, 0.000e+00
      9.754  ,  15.2435, 42.936934 ,   34.7962 ,   0.0872, 1.7522e+01,    0.4137,         86,  1025.8044,     0.0606, 0.000e+00
      9.905  ,  15.2367, 42.939166 ,   34.8042 ,   0.0879, 1.6809e+01,    0.4124,         87,  1025.8127,     0.0610, 0.000e+00
     10.056  ,  15.2319, 42.925448 ,   34.7960 ,   0.0878, 1.5918e+01,    0.4151,         88,  1025.8082,     0.0622, 0.000e+00
     10.232  ,  15.2273, 42.911192 ,   34.7871 ,   0.0876, 1.4984e+01,    0.4173,         89,  1025.8031,     0.0622, 0.000e+00
     10.427  ,  15.2201, 42.903491 ,   34.7865 ,   0.0874, 1.4124e+01,    0.4231,         90,  1025.8050,     0.0612, 0.000e+00
     10.621  ,  15.2134, 42.904979 ,   34.7936 ,   0.0866, 1.3577e+01,    0.4281,         91,  1025.8129,     0.0619, 0.000e+00
     10.814  ,  15.2060, 42.904238 ,   34.7995 ,   0.0866, 1.2925e+01,    0.4311,         92,  1025.8199,     0.0610, 0.000e+00
     10.998  ,  15.1990, 42.899983 ,   34.8018 ,   0.0869, 1.2352e+01,    0.4342,         93,  1025.8241,     0.0605, 0.000e+00
     11.161  ,  15.1959, 42.905727 ,   34.8097 ,   0.0866, 1.1893e+01,    0.4355,         94,  1025.8316,     0.0592, 0.000e+00
     11.242  ,  15.2016, 42.929985 ,   34.8266 ,   0.0868, 1.1918e+01,    0.4377,         95,  1025.8437,     0.0603, 0.000e+00
     11.268  ,  15.2305, 42.904709 ,   34.7780 ,   0.0881, 1.2029e+01,    0.4182,         96,  1025.7999,     0.0587, 0.000e+00
     11.268  ,  15.2373, 42.910249 ,   34.7769 ,   0.0890, 1.2061e+01,    0.3991,         97,  1025.7976,     0.0590, 0.000e+00
     11.268  ,  15.2385, 42.922952 ,   34.7874 ,   0.0889, 1.2033e+01,    0.4114,         98,  1025.8054,     0.0604, 0.000e+00
     11.261  ,  15.2408, 42.934237 ,   34.7956 ,   0.0895, 1.2026e+01,    0.4232,         99,  1025.8112,     0.0596, 0.000e+00
     11.261  ,  15.2435, 42.944172 ,   34.8022 ,   0.0889, 1.2050e+01,    0.4134,        100,  1025.8157,     0.0591, 0.000e+00
     11.261  ,  15.2463, 42.956203 ,   34.8106 ,   0.0891, 1.2035e+01,    0.4031,        101,  1025.8215,     0.0587, 0.000e+00
     11.256  ,  15.2487, 42.965193 ,   34.8167 ,   0.0908, 1.2003e+01,    0.4143,        102,  1025.8256,     0.0607, 0.000e+00
     11.261  ,  15.2509, 42.980472 ,   34.8286 ,   0.0924, 1.2024e+01,    0.4260,        103,  1025.8344,     0.0594, 0.000e+00
     11.261  ,  15.2517, 42.974725 ,   34.8226 ,   0.0910, 1.2101e+01,    0.4168,        104,  1025.8296,     0.0600, 0.000e+00
     11.268  ,  15.2526, 42.989194 ,   34.8349 ,   0.0892, 1.2052e+01,    0.4076,        105,  1025.8389,     0.0587, 0.000e+00
     11.293  ,  15.2547, 42.975266 ,   34.8204 ,   0.0905, 1.1870e+01,    0.4102,        106,  1025.8274,     0.0594, 0.000e+00
     11.324  ,  15.2570, 42.981013 ,   34.8235 ,   0.0918, 1.1830e+01,    0.4122,        107,  1025.8294,     0.0609, 0.000e+00
     11.337  ,  15.2618, 42.978443 ,   34.8169 ,   0.0911, 1.1933e+01,    0.4046,        108,  1025.8233,     0.0603, 0.000e+00
     11.325  ,  15.2857, 42.934231 ,   34.7557 ,   0.0902, 1.2187e+01,    0.3968,        109,  1025.7708,     0.0600, 0.000e+00
     11.300  ,  15.2881, 42.929973 ,   34.7497 ,   0.0907, 1.2309e+01,    0.3993,        110,  1025.7655,     0.0603, 0.000e+00
     11.293  ,  15.2873, 42.948424 ,   34.7671 ,   0.0902, 1.2322e+01,    0.4005,        111,  1025.7790,     0.0592, 0.000e+00
     11.287  ,  15.2929, 42.968567 ,   34.7804 ,   0.0905, 1.2265e+01,    0.4003,        112,  1025.7880,     0.0607, 0.000e+00
     11.287  ,  15.2983, 42.965660 ,   34.7730 ,   0.0905, 1.2133e+01,    0.3991,        113,  1025.7811,     0.0608, 0.000e+00
     11.299  ,  15.2983, 42.969784 ,   34.7767 ,   0.0936, 1.1971e+01,    0.4093,        114,  1025.7840,     0.0611, 0.000e+00
     11.318  ,  15.2903, 42.976208 ,   34.7896 ,   0.0974, 1.1882e+01,    0.4188,        115,  1025.7958,     0.0604, 0.000e+00
     11.325  ,  15.2904, 42.975464 ,   34.7889 ,   0.0950, 1.2003e+01,    0.4077,        116,  1025.7953,     0.0601, 0.000e+00
     11.306  ,  15.3019, 42.931728 ,   34.7391 ,   0.0927, 1.2296e+01,    0.3970,        117,  1025.7543,     0.0591, 0.000e+00
     11.299  ,  15.3021, 42.929228 ,   34.7366 ,   0.0925, 1.2454e+01,    0.3990,        118,  1025.7523,     0.0594, 0.000e+00
     11.286  ,  15.3024, 42.960927 ,   34.7651 ,   0.0902, 1.2381e+01,    0.4007,        119,  1025.7741,     0.0603, 0.000e+00
     11.287  ,  15.3051, 42.964510 ,   34.7659 ,   0.0903, 1.2155e+01,    0.4015,        120,  1025.7741,     0.0607, 0.000e+00
     11.293  ,  15.3006, 42.968972 ,   34.7740 ,   0.0940, 1.2020e+01,    0.4139,        121,  1025.7814,     0.0610, 0.000e+00
     11.293  ,  15.2960, 42.964714 ,   34.7741 ,   0.0943, 1.2112e+01,    0.4137,        122,  1025.7825,     0.0609, 0.000e+00
     11.299  ,  15.2925, 42.966201 ,   34.7786 ,   0.0936, 1.2127e+01,    0.4021,        123,  1025.7868,     0.0609, 0.000e+00
     11.312  ,  15.2955, 42.978168 ,   34.7868 ,   0.0940, 1.2050e+01,    0.4022,        124,  1025.7925,     0.0604, 0.000e+00
     11.318  ,  15.2963, 42.979722 ,   34.7874 ,   0.0953, 1.2035e+01,    0.4043,        125,  1025.7928,     0.0611, 0.000e+00
     11.306  ,  15.3024, 42.942474 ,   34.7484 ,   0.0950, 1.2215e+01,    0.4041,        126,  1025.7613,     0.0620, 0.000e+00
     11.293  ,  15.3086, 42.921185 ,   34.7236 ,   0.0929, 1.2484e+01,    0.4026,        127,  1025.7408,     0.0620, 0.000e+00
     11.268  ,  15.2970, 42.921930 ,   34.7345 ,   0.0931, 1.2703e+01,    0.4031,        128,  1025.7517,     0.0616, 0.000e+00
     11.243  ,  15.2956, 42.928958 ,   34.7422 ,   0.0926, 1.2889e+01,    0.4207,        129,  1025.7578,     0.0616, 0.000e+00
     11.205  ,  15.2969, 42.930715 ,   34.7426 ,   0.0933, 1.3133e+01,    0.4212,        130,  1025.7577,     0.0620, 0.000e+00
     11.168  ,  15.2981, 42.925984 ,   34.7373 ,   0.0952, 1.3558e+01,    0.3927,        131,  1025.7531,     0.0608, 0.000e+00
     11.111  ,  15.2949, 42.924971 ,   34.7392 ,   0.0952, 1.4174e+01,    0.3933,        132,  1025.7551,     0.0605, 0.000e+00
     11.045  ,  15.3059, 42.920103 ,   34.7251 ,   0.0949, 1.5013e+01,    0.4069,        133,  1025.7415,     0.0606, 0.000e+00
     10.970  ,  15.3164, 42.903953 ,   34.7012 ,   0.0950, 1.5994e+01,    0.4072,        134,  1025.7204,     0.0609, 0.000e+00
     10.876  ,  15.2922, 42.907199 ,   34.7256 ,   0.0927, 1.6994e+01,    0.3999,        135,  1025.7442,     0.0603, 0.000e+00
     10.768  ,  15.2823, 42.908957 ,   34.7360 ,   0.0931, 1.7951e+01,    0.3994,        136,  1025.7539,     0.0620, 0.000e+00
     10.653  ,  15.2875, 42.894497 ,   34.7184 ,   0.0927, 1.8878e+01,    0.4053,        137,  1025.7386,     0.0609, 0.000e+00
     10.540  ,  15.2789, 42.892336 ,   34.7241 ,   0.0928, 1.9723e+01,    0.4049,        138,  1025.7445,     0.0599, 0.000e+00
     10.414  ,  15.2581, 42.884232 ,   34.7352 ,   0.0929, 2.0719e+01,    0.4057,        139,  1025.7571,     0.0608, 0.000e+00
     10.289  ,  15.2386, 42.876264 ,   34.7454 ,   0.0925, 2.2259e+01,    0.4052,        140,  1025.7687,     0.0600, 0.000e+00
     10.144  ,  15.2234, 42.886263 ,   34.7680 ,   0.0893, 2.3857e+01,    0.4066,        141,  1025.7888,     0.0594, 0.000e+00
     10.000  ,  15.2253, 42.892071 ,   34.7716 ,   0.0891, 2.5417e+01,    0.4066,        142,  1025.7906,     0.0594, 0.000e+00
      9.855  ,  15.2308, 42.911933 ,   34.7848 ,   0.0890, 2.6689e+01,    0.4221,        143,  1025.7989,     0.0603, 0.000e+00
      9.717  ,  15.2348, 42.906459 ,   34.7763 ,   0.0892, 2.7643e+01,    0.4221,        144,  1025.7908,     0.0594, 0.000e+00
      9.585  ,  15.2366, 42.905985 ,   34.7743 ,   0.0907, 2.8792e+01,    0.4137,        145,  1025.7883,     0.0604, 0.000e+00
      9.453  ,  15.2376, 42.914971 ,   34.7817 ,   0.0902, 3.0630e+01,    0.4137,        146,  1025.7932,     0.0608, 0.000e+00
      9.315  ,  15.2421, 42.919294 ,   34.7817 ,   0.0941, 3.2515e+01,    0.3915,        147,  1025.7915,     0.0613, 0.000e+00
      9.176  ,  15.2602, 42.935104 ,   34.7800 ,   0.0942, 3.5069e+01,    0.3912,        148,  1025.7856,     0.0615, 0.000e+00
      9.030  ,  15.2928, 42.940776 ,   34.7562 ,   0.0903, 3.7391e+01,    0.3984,        149,  1025.7594,     0.0616, 0.000e+00
      8.887  ,  15.3207, 42.949153 ,   34.7391 ,   0.0907, 3.9420e+01,    0.3985,        150,  1025.7394,     0.0625, 0.000e+00
      8.743  ,  15.3403, 42.957193 ,   34.7291 ,   0.0952, 4.1275e+01,    0.3992,        151,  1025.7267,     0.0613, 0.000e+00
      8.604  ,  15.3726, 42.954417 ,   34.6981 ,   0.0952, 4.3583e+01,    0.3992,        152,  1025.6950,     0.0613, 0.000e+00
      8.453  ,  15.4121, 42.942717 ,   34.6527 ,   0.0964, 4.6887e+01,    0.4099,        153,  1025.6505,     0.0635, 0.000e+00
      8.302  ,  15.4447, 42.930480 ,   34.6129 ,   0.0965, 5.1210e+01,    0.4101,        154,  1025.6119,     0.0631, 0.000e+00
      8.149  ,  15.4617, 42.926422 ,   34.5944 ,   0.0953, 5.5159e+01,    0.4046,        155,  1025.5932,     0.0655, 0.000e+00
      7.999  ,  15.4621, 42.920677 ,   34.5888 ,   0.0953, 5.8180e+01,    0.4041,        156,  1025.5882,     0.0655, 0.000e+00
      7.849  ,  15.4591, 42.916150 ,   34.5875 ,   0.0985, 6.0786e+01,    0.4017,        157,  1025.5872,     0.0676, 0.000e+00
      7.698  ,  15.4554, 42.918650 ,   34.5931 ,   0.0988, 6.3431e+01,    0.4016,        158,  1025.5916,     0.0694, 0.000e+00
      7.546  ,  15.4499, 42.910204 ,   34.5903 ,   0.1000, 6.8164e+01,    0.4044,        159,  1025.5901,     0.0687, 0.000e+00
      7.402  ,  15.4586, 42.907837 ,   34.5806 ,   0.0998, 7.4079e+01,    0.4041,        160,  1025.5800,     0.0681, 0.000e+00
      7.249  ,  15.4733, 42.906483 ,   34.5665 ,   0.0998, 8.0634e+01,    0.3944,        161,  1025.5652,     0.0685, 0.000e+00
      7.099  ,  15.4895, 42.906953 ,   34.5528 ,   0.0998, 8.7000e+01,    0.3943,        162,  1025.5503,     0.0692, 0.000e+00
      6.948  ,  15.4930, 42.903912 ,   34.5470 ,   0.1021, 9.1649e+01,    0.3980,        163,  1025.5444,     0.0680, 0.000e+00
      6.809  ,  15.4911, 42.903033 ,   34.5480 ,   0.1021, 9.6852e+01,    0.3986,        164,  1025.5450,     0.0676, 0.000e+00
      6.664  ,  15.4927, 42.909181 ,   34.5521 ,   0.1022, 1.0509e+02,    0.4091,        165,  1025.5472,     0.0694, 0.000e+00
      6.513  ,  15.5085, 42.915191 ,   34.5437 ,   0.1021, 1.1484e+02,    0.4088,        166,  1025.5365,     0.0710, 0.000e+00
      6.360  ,  15.5361, 42.917687 ,   34.5218 ,   0.1024, 1.2584e+02,    0.4000,        167,  1025.5127,     0.0719, 0.000e+00
      6.210  ,  15.5543, 42.919171 ,   34.5072 ,   0.1022, 1.3487e+02,    0.3996,        168,  1025.4968,     0.0704, 0.000e+00
      6.060  ,  15.5619, 42.914642 ,   34.4965 ,   0.1029, 1.4330e+02,    0.4034,        169,  1025.4862,     0.0706, 0.000e+00
      5.914  ,  15.5635, 42.913425 ,   34.4941 ,   0.1034, 1.5352e+02,    0.4026,        170,  1025.4833,     0.0715, 0.000e+00
      5.762  ,  15.5618, 42.913424 ,   34.4957 ,   0.1040, 1.6436e+02,    0.4040,        171,  1025.4842,     0.0716, 0.000e+00
      5.621  ,  15.5630, 42.922410 ,   34.5027 ,   0.1033, 1.7494e+02,    0.4039,        172,  1025.4887,     0.0713, 0.000e+00
      5.472  ,  15.5718, 42.929166 ,   34.5011 ,   0.1045, 1.9570e+02,    0.4022,        173,  1025.4849,     0.0702, 0.000e+00
      5.326  ,  15.5880, 42.928623 ,   34.4865 ,   0.1057, 2.1036e+02,    0.3995,        174,  1025.4694,     0.0692, 0.000e+00
      5.188  ,  15.5973, 42.928891 ,   34.4787 ,   0.1050, 2.2756e+02,    0.3995,        175,  1025.4607,     0.0711, 0.000e+00
      5.045  ,  15.5985, 42.925241 ,   34.4744 ,   0.1050, 2.4375e+02,    0.3993,        176,  1025.4564,     0.0729, 0.000e+00
      4.897  ,  15.5938, 42.919903 ,   34.4738 ,   0.1053, 2.6487e+02,    0.4044,        177,  1025.4564,     0.0742, 0.000e+00
      4.756  ,  15.5862, 42.922404 ,   34.4827 ,   0.1055, 2.8577e+02,    0.4091,        178,  1025.4643,     0.0716, 0.000e+00
      4.613  ,  15.5866, 42.927877 ,   34.4874 ,   0.1056, 3.0841e+02,    0.4019,        179,  1025.4672,     0.0719, 0.000e+00
      4.474  ,  15.5985, 42.931118 ,   34.4799 ,   0.1048, 3.2948e+02,    0.3951,        180,  1025.4581,     0.0725, 0.000e+00
      4.335  ,  15.6103, 42.934901 ,   34.4731 ,   0.1060, 3.6593e+02,    0.3965,        181,  1025.4496,     0.0744, 0.000e+00
      4.196  ,  15.6179, 42.937670 ,   34.4689 ,   0.1074, 3.7649e+02,    0.3985,        182,  1025.4441,     0.0728, 0.000e+00
      4.063  ,  15.6161, 42.915369 ,   34.4505 ,   0.1075, 4.0448e+02,    0.4015,        183,  1025.4298,     0.0713, 0.000e+00
      3.928  ,  15.6106, 42.913140 ,   34.4534 ,   0.1085, 3.9092e+02,    0.4051,        184,  1025.4326,     0.0702, 0.000e+00
      3.815  ,  15.6125, 42.917869 ,   34.4560 ,   0.1092, 3.8736e+02,    0.4069,        185,  1025.4337,     0.0724, 0.000e+00
      3.696  ,  15.6212, 42.926381 ,   34.4561 ,   0.1098, 3.8223e+02,    0.4090,        186,  1025.4313,     0.0738, 0.000e+00
      3.595  ,  15.6282, 42.922596 ,   34.4466 ,   0.1109, 3.7968e+02,    0.4065,        187,  1025.4219,     0.0728, 0.000e+00
